"RegionName","State","Metro","CountyName","SizeRank","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Eugene","OR","Eugene","Lane",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.92,30.68,24.18,26.4,36.28,30.61,32.99,31.07,21.18,32,34.78,39.13,35.9,38.1,38.14,42.22,33.61,26.25,26.19,37.01,28.57,25.89,37.97,30.26,28.57,24.3,19.46,27.17,28.32,23.95,35.1,27.59,20.37,17.43,29.41,23.38,20.18,20.56,27.54,17.1,25.44,18.18,15.87,20.26,23.93,21.24,20,23.08,17.93,20.71,16.94,16.05,16.81,16.08,14.51,13.66,9.73,14.79,18.33,13.71,16.45,14.02,7.66,11.22,6.37,3.87,14.04
"Pasadena","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.15,33.93,30.51,25,34.57,27.94,34.29,35.38,35,32.31,22.22,35.9,23.4,31.25,21.74,15,15.48,9.62,10.53,11.58,11.11,17.05,12.16,16.67,13.04,9.09,12.16,8.11,7.25,7.25,12.22,12.35,4,8.47,8.16,10,4.08,11.63,1.2,9.38,8.33,7,7.92,10.39,10.26,4.71,6,8.57,7.04,6.38,8.97,7.35,4.48,6.19,6.6,0,2.47
"McKinney","TX","Dallas-Fort Worth","Collin",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.46,37.07,50,40,35.51,41.38,45.68,48.44,48.35,37.35,35.38,30.21,38.06,35.88,34.15,36.46,30.06,26.63,25.69,30.89,27.41,33.01,28.04,22.55,25.75,15.64,17.8,13.25,15.31,13.66,14.98,13.92,13.97,18.88,19.15,16.96,9.76,11.45,7.51,7.36,9.32,7.45,8.65,10.87,7.98,11.76,9.76,9.68,8.11,3.23,8.04,8.3,7.07,10.04,8.05,14.91,10.42,7.76,4.48,2.33,5.59,13.07,5.49,2.68,2.09,2.88,3.33
"Renton","WA","Seattle","King",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.64,47.67,43.53,50.56,43.08,46.15,35.8,44.26,40,28.85,37.36,34.83,40.38,36.63,25.2,25.64,23.81,30.11,31.48,33.33,19.05,25.64,26.15,25.97,19.75,21.93,15.96,20.39,17.24,24.24,13.16,27.4,19.67,16.67,10.2,13.33,11.81,10.97,14.86,14.29,12.31,17.7,12.22,14.53,4.41,11.94,8.26,13.18,7.84,3.47,4.96,5.96,8.6
"Abilene","TX","Abilene","Taylor",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.14,2.9,0,0,1.04,0.89,2.48,2.11,3.45,1.48,3.6,1.92,2.63,3.85,2.44,2.33,9.33,3.66,7.22,6.42,2.94,3.1,1.87,5.38,6.98,3.12,3.9,6.67,8.62,5.62,5.56,4.58,4.39,3.03,6.38,5,6.9,7.35,11.11,9.09,12,3.61,12.68,8.79,9.65,4.26,8.91,5.26,7.89,12,10.96,9.09,12.05,9.38,5.94,8.65,11.46,5.45,4,6.17,7.14,5.88,11.36,7.41,14.14,5,3.39,4.46,8.66,4.76,8.97,4.76,11.43,4.23,3.9,9.8,4.35,2.41,8.04,5.69,5.22,3.55,5.31,7.76,2.27,4.94,5.26,13.04,4.41,6.19,5.17,8.4,9.02,7.75,12.04,3.39,7.87,10.96,3.09,2.94,1.37,3.39,4.63,7.69,6,1.19,0.97,0
"Miramar","FL","Miami-Fort Lauderdale","Broward",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.91,36.36,40.4,46.05,48.91,47.57,38.37,34.02,25.86,31.25,33.33,27.14,27.14,21.25,32.53,27.12,31.82,25.64,25,28.87,25.86,19.3,16.92,20.59,20.55,15.66,18,17.65,13.92,17.05,22.95,10.98,12.7,18.18,22.22,15.29,11.59,20.93,9.62,12.28,25.49
"Frisco","TX","Dallas-Fort Worth","Collin",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.53,28.27,29.14,28.33,33.09,33.63,37.14,36.97,32.93,35.48,25.29,23.08,19.25,15.38,18.03,18.81,13.92,10.96,13.49,13.18,15.85,17.31,11.03,13.26,9.95,10.08,9.21,8.13,9.19,8.11,5.26,9.82,15.22,10.53,7.06,10.86,6.59,14.69,8.04,11.76,11.22,6.78,12.93,5.41,5.05,10.1,9.48,13.33,10,0.77,2.67,1.09,3.7
"Falls Church","VA","Washington","Fairfax",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.25,20.73,26.04,20,16.82,25,21.78,22.97,27.06,25,20.63,31.15,28.99,19.27,17.09,20.92,14.39,13.93,18.75,14.78,14.6,16.78,12.5,12.2,12.41,14.66,14.36,11.56,10.34,17.29,11.46,10.68,8.89,15.38,14.29,8.82,12.66,9.18,11.76,12.03,9.92,6.45,5.21,6.8,5.97,11.46,6.85,9.72,11.11,12.63,7.03,7.14,10,12.31,4.35,10.89,10.34,17.82,16.42,10,10,10.48,13.99,7.38,6.45,6.86,2.17
"Thornton","CO","Denver","Adams",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.83,44.55,48.1,38.95,46.34,40.98,40.82,33.06,25.58,27.81,21.58,23.46,26.62,27.59,28.23,25.83,30.43,33.85,19.17,24.68,15.92,12.11,15.03,8.99,8.59,11.32,7.38,9.09,9.21,6.94,7.27,4.14,3.45,3.03,3.06,1.6,1.67,1.96,2.56,1.99,4.55,2.02,2.96,0.72,0.6,0.58,0,2.05,2.2
"New Port Richey","FL","Tampa","Pasco",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.71,45.03,39.6,47.02,43.92,41.94,39.58,39.47,42.11,40.65,38.46,42.67,37.17,43.18,31.67,35.8,47.37,43.44,35.92,32.87,35.54,27.34,38.74,36.52,25.97,35.76,27.06,30.65,33.72,29.76,33.33,22.38,25.21,24.71,33.06,31.5,25.62,25.24,26.19,19.65,17.78,22.92,25.61
"Manchester","NH","Manchester","Hillsborough",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.26,38.03,26.51,37.8,31.58,36.11,39.77,28.28,35.59,33.9,29.55,31.43,33.85,21.21,35.14,39.6,37.17,28.41,30.36,31.25,30.3,34.38,23.53,30.77,40,40,26.98,23.08,35.42,31.09,24.74,23.66,22.78,21.05,24.24,35.38,29.33,24.71,21.09,21.67,21.11,24.19,20.83
"Bend","OR","Bend","Deschutes",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.41,30.21,33.87,31.45,21.33,27.11,28.94,30.05,18.8,13.81,20.3,23.08,28.08,24.48,23.3,25,16.33,24.02,22.42,16.92,12.56,22.84,16.77,15.51,15.69,17.89,18.09,12.5,14.38,14.53,13.94,10.96,7.92,11.27,12.89,8.16,11.57,9.09,10.53,14,5.84,9.55,6.1,5.79,6.25,1.92,5.88
"Palm Bay","FL","Melbourne","Brevard",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.61,49.4,52.53,53.54,47.47,46.9,42.2,46.07,41.9,41.43,41.33,38.46,42.11,32.1,36.78,35.05,24.21,23.23,31.33,37.37,31.78,35.94,22.94,28.57,22.06,22.11,24.07,34.02,22.83,17.7,23.53,18.66,19.49,14.12,18.42,16.88,22.89,16.53,13.01,14.17,21.69,19.51,10.87,13.64
"Springfield","VA","Washington","Fairfax",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.33,17.5,24.53,26.37,20,19.23,22.58,25.45,22.22,28.36,27.03,21.95,27.27,23.08,14.15,14.29,21.33,18.68,25,15.09,22.5,10.29,20,19.05,25.42,15.71,10.91,11.11,18.87,15.13,15.91,13.33,11.93,13.04,18.46,7.89,14.71,12.71,8.33,13.16,8.4,9.92,11.11,12.12,10.84,13.51,16.33,13.21,15.48,14.56,8.47,7.14,10.74,12,6.19,9.09,5.08,15.79,5.56,12.5,5.38,7.14,8.47,7.32,9.79,13.76,18.1,7.41,17.54,10.64,11.54,13.04,12.22,11.54,6.57,11.18,8.15,8.73,8.06
"Wilmington","NC","Wilmington","New Hanover",89,,,,,,,,,,,,,,,,,,,0,2.11,3.66,4.06,1.09,5.32,2.84,1.67,2.45,0.84,1.06,1.62,8.36,14.87,13.65,17.93,16.02,21.46,18,16.37,15.67,14.94,11.81,8.52,9.22,11.56,9.24,11.81,9.65,10.99,10.81,11.31,8.47,6.32,11.02,9.36,9.68,5.82,5.33,7.99,7.04,5.34,6.91,5.69,7.57,7.77,8.84,5.17,4.83,5.06,6.56,3.91,8.06,4.55,4.21,7.26,2.87,5.1,5.12,6.6,2.8,3.08,6.21,9.15,7.39,10.95,10.42,10.92,8.97,8.33,6.9,6.32,9.22,10.66,15.57,12.21,13.19,16.13,13.79,24.69,22.81,22.86,19.69,18.25,16.88,22.4,26.89,23.64,29.85,31,27.27,26.92,20.42,34.39,27.34,30.81,32.65,28.69,29.46,31.58,39.22,27.82,27.94,29.69,36.46,29.06,29.51,38.81,33.83,38.13,43.55,30.84,42.42,41.38,44.3,44.3,36.62,34.11,34.57,33.33,37.01,41.51,33.64,38.79,34.78,37.72,29.7,43.4,33.8,34.59,33.49,29.38,30.3,33.68,32.95,34.32,27.64,32.9,30.19,33,31.79,29.75,30.33,31.47,30.22,28.11,35.11,34.69,26.19,27.91,33.91,29.5,30.36,31.07,18.01,25.09,21.84,26.8,22.61,33.33,27.68,24.31,14.29,18.52,24.68,24.29,20.7,21.79,20.26,19.4,15.38
"Beaverton","OR","Portland","Washington",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.62,51.47,50,50,49.06,40.98,50,43.9,37.31,32.67,43.18,39.56,36.51,30,33.93,37.5,39.74,38.38,30.25,34.19,28.47,23.53,19.63,21.9,22.35,19.15,25.45,20.97,24.69,18.95,17.89,15.11,13.38,21.37,14.55,12.4,12.99,15.53,18.33,15.49,16.79,17.65,9.79,9.93,10.29,8.62,12.37,9.6,9.24,5.51,10.11,9.59,6.15,1.59,2.52,3,1.19,1.08,0
"Saint Augustine","FL","Jacksonville","Saint Johns",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,53.72,50.77,51.85,53.15,41.56,36.55,46.26,38.56,36,42.36,44.23,40.87,34.8,35,38.83,40.7,48.39,41.67,42.28,38.94,51.43,46.09,40.69,46.98,46.41,44.13,46.3,39.24,44.14,35.77,36.75,35.05,29.52,23.19,32.21,32.48,29.35,28.99,29.53,28.68,25.2,34.88,33.75,25.33,20.78,29.75,27.45,27.66,32.65,24.59,32.91,24.36
"West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.36,41.67,45.33,36.43,34.04,33.14,41.82,28.29,37.8,37.98,35.29,37.3,33.66,40.86,30.19,29.41,30.3,33.05,29.51,23.48,33.65,27.48,17.78,32.48,27.47,25.23,25.47,20.75,24.32,27.46,25.19,24.37,23.91,26.81,17.04,21.32,30.77,16.16,27.82,19.29,16.81,19.51,22.64,11.63,21.74
"Vero Beach","FL","Vero Beach","Indian River",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.66,53.98,49.72,55.56,50,52.48,51.69,47.74,57.32,51.11,51.92,43.39,43.3,41.81,35.8,38.42,35.29,38.28,35,37.06,35.79,34.15,35.12,30.39,34.36,34.1,33.33,36.92,32.24,40.99,33.9,42.19,36.94,24.79,30.58,26.73,28.16,26.96,29.06,24.86,16.23,20.65,26.36,22.89,19.84,27.21,17.96,23.66,23.15,21.92,19.77,19.72,24.69
"Davie","FL","Miami-Fort Lauderdale","Broward",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.47,44.74,40.3,33.33,40.28,30.77,36.62,39.22,35,35.06,39.78,35.14,28.7,23.81,23.53,28.99,35.59,31.34,32.69,31.37,20,30.67,31.88,17.07,24.1,27.71,28.05,21.43,22.54,27.27,21.43,17.31,18.06,20.25,20,13.68,14.66,14.89,10,17.24,23.53,19.78,10.71,14.52,9.09,13.51,16.33,8.33,6.78,17.74,14.63
"Mission Viejo","CA","Los Angeles-Long Beach-Anaheim","Orange",95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.78,32.61,23.53,30.19,31.11,38.46,38.1,42.42,33.33,40,41.86,45.24,39.34,32.31,43.75,33.33,28.99,33.8,34.43,33.8,30.77,37.21,27.5,19.57,18.46,10.94,19.7,20,11.36,14.75,14.81,14.04,25,19.61,6.67,5.71,15.22,5.88,11.32,14.67,7.02,5,9.09,11.76,2.56,13.21,10.81,12.12,8.11,9.41,4.65,3.88,10,7.58,5.71,8.45,8.93,4.41,6.52,12,1.45,14.29,10,9.57,7.55,7.29,4.76
