"RegionName","State","Metro","CountyName","SizeRank","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Fresno","CA","Fresno","Fresno",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.25,44.76,36.84,39.84,35,34.64,37.4,41.41,43.45,35.33,35.03,42.73,47,43.36,48.23,40.37,37.84,46.98,40.71,47.01,41.09,35.14,43.31,54.24,59.78,54.2,47.37,50.35,42.86,41.41,41.62,41.06,43.87,49.37,47.92,52.68,54.96,45.93,52.45,38.92,35.43,33.33,35.14,39.41,39.33,34.13,33.33,27.93,34.87,31.58,31.02,26.63,28.99,27.98,22.51,18.63,22.51,25,25.45,25,23.26,15.48,18,18.75,12.57,17.8,16.67,17.16,17.61,12.67,22.99,20.74,17.91,20.29,17.16,15.38,13.73,15.51,15.72,18.3,19.39,14.1,16.19,17.86,18.54,15.98,15.93,11.46,15.07,17.05,9.27,16.26
"Mesa","AZ","Phoenix","Maricopa",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.53,49.86,47.7,44.82,45.45,42.91,39.41,38.49,43.3,36.18,35.69,33.6,28.67,24.52,23.74,24.52,24.05,23.06,23.71,18.9,18.49,18.52,17.52,18.15,13.56,14.55,16.88,13.45,13.77,12.92,16.47,17.07,20.95,14,15.25,18.09,12.34,16.03,13.8,13.29,8.96,14.01,13.03,15.21,13.33,13.5,11.9,16.23,15.04,18.63,14.31,15.85,14.2,13.97,12.81,12.75
"Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,41.41,42.42,39.84,39.23,34.25,30.92,32.99,33.64,40.97,34.88,32.61,23.81,27.1,20.83,25.16,25.88,26.06,20.12,18.42,17.36,17.39,20.86,19.2,19.47,16,14.39,15.44,7.74,16.94,13.77,15.38,13.01,10.99,9.45,17.45,8.91,9.76,14.18,13.02,10.24,12.21,11.79,10.92,9.73,13.16,12.41,8.12,11.93,16.81,7.27,6.58,7.51,10.87,10.88,8.57,8.19
"Virginia Beach","VA","Virginia Beach","Virginia Beach City",24,1.34,1.53,0.79,0.76,1.42,1.06,1.11,1.5,1.47,1.75,2.35,1.38,2.1,1.67,0.74,1.85,2.03,1.69,1.12,3.6,5.33,6.56,5.54,6.5,5.96,2.79,1.15,1.73,2.29,2.09,1.45,1.4,1.92,0.69,2.11,4.83,4.08,3.79,2.93,3.3,2.37,1.54,3.66,2.36,2.59,1.88,2.27,2.14,2.7,4.21,2.22,4.87,2.3,2.03,3.4,1.74,1.55,4.17,4.02,3.96,3.32,2.99,2.73,2.27,2.21,3.39,2.33,2.53,4.22,4.37,5.9,5.19,5.61,5.97,4.99,4.81,4.75,3.87,3.77,4.63,7.84,6.07,8.29,10.31,7,8.83,9.05,6.45,4.51,6.67,5.54,7.5,12.14,9.94,12.97,12.38,18.4,11.48,12.54,11.65,15.3,12.5,12.24,13.85,16.63,13.05,12.22,13.21,17.37,20.51,15.51,19.14,17.74,18.48,22.66,25.58,17.93,20.48,20.68,19.92,22.06,26.37,21.54,21.24,22.02,22.13,24.35,23.32,25.82,23.74,23.48,22.73,29.56,18.93,24.12,23.65,21.93,27.42,20,22.07,18.5,23.88,21.35,20.15,21.58,20,18.6,17.48,19.27,21,24.02,25.42,25.35,25.46,22.46,22.97,24.02,25,27.9,23.03,22.06,22.03,26.61,24.75,23.56,21.85,18,25.35,25.85,23.56,25.31,22.94,18.36,22.24,18.62,21.63,22.18,18.07,22.95,24.73,22.78,23.95,18.36,19.52,18.73,17.47,20.99,21.94,20.42
"Colorado Springs","CO","Colorado Springs","El Paso",25,0.64,1.65,0.8,0.75,0.94,0.61,0.98,1.19,0.2,1.07,0.89,1.79,1.6,1.74,2.45,2.29,1.24,1.24,1.51,1.68,2.72,0.99,2.07,1.85,2.37,2.74,3.06,4.17,3.09,2.18,3.4,3.92,2.7,2.52,1.98,3.83,4.07,3.09,4.52,2.06,3.03,2.35,1.74,1.56,3.97,2.52,5.37,5.33,5.2,3.45,3.56,4.05,3.34,2.97,3.66,2.53,3.17,3.32,3.81,4.39,2.03,3.28,2.71,4.37,2.28,3.12,2.06,3.02,4.29,5.07,5.85,6.1,4.74,3.59,6.3,6.53,5.46,4.51,5.79,9.09,6.42,10.14,11.76,18.25,13.88,8.52,15.66,17.38,10.86,14.62,14.29,20.58,22.89,24.29,27.92,25.53,35.83,33.58,28,28.45,31.47,25.59,24.17,18.81,23.31,26.47,24.24,33.45,32.09,29.78,26.48,26.01,27.16,27.08,33.45,33.7,28.63,24.52,31.08,38.14,37.95,37.21,40.81,31.8,37.27,31.06,36.84,39.08,34.14,37.72,40,35.75,46.56,36.96,46.63,32.67,34.45,30.43,28.5,32.14,31.83,30.17,28.3,28.18,27.27,27.04,25.71,24.85,27.12,21.55,21.54,19.82,19.65,23.24,22.68,26.22,20.3,25.45,20.71,23.8,18.79,18.06,16.96,22.47,15.79,20.63,20.13,20.66,18.98,17.44,16.44,13.95,12.37,11.69,10.13,12.78,11.53,9.54,11.38,9.86,11.54,11.67,8.59,6.23,7.07,6.46,5.8,5.36,6.94
"Miami","FL","Miami-Fort Lauderdale","Miami-Dade",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.22,41.12,36.3,48.63,44.65,46.15,41.74,27.59,36.57,28.62,33.65,34.82,30.82,29.9,32.19,27.43,26.92,23.79,24.44,21.78,22.03,21.13,18.64,22.04,13.13,19.42,8.02,17.73,18.32,18.01,14.88,18.86,17.67,12.85,11.44,17.76,15.62,14.09,12.22,13.23,13.56,16.22,12.71,11.37,14.53,10.27,11.84,12.94,11.58,14.44,11.96,15.71,14.36,13.59,11.2,17.72,12.18,20.82,15.11,18.38,11.48
"Oakland","CA","San Francisco","Alameda",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1,17.42,15.94,13.86,15.79,12.1,5,10.95,7.91,11.93,14.36,12.72,7.98,10.83,9.93,16.85,13.08,7.86,3.24,6.7,7.37,5.39,5.08,1.75,3.21,2.44,2.93,3.06,7.07,3.9,1.05,0.56,3.85,1.92,1.58,5.26
"Minneapolis","MN","Minneapolis-St Paul","Hennepin",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.87,39.32,40.46,41.7,36.45,39.13,40.21,43.04,53.25,42.16,41.9,41.77,35.65,39.62,40.86,35.97,40.06,34.01,33.01,35.94,35.85,33.97,42.66,32.72,30.52,32.45,29.69,25.78,27.43,24.53,29.79,25.42,25.56,25,22.46,23.6,22.5,22.75,19.44,17.75,23.66,19.34,23.95,27.88,28.12,29.74,24.46,18.11,15.44,19.25,19.5,15.72,22.84,23.55,18.47,16.79,12.31,15.75,17.31,10.62,11.59,13.53,13.09,14.71
"Baton Rouge","LA","Baton Rouge","East Baton Rouge",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45,2.5,8.33,4.28,3.59,3.87,4.76,1.52,4.03,4.39,3.19,1.88,2.48,2.75,2.57,1.92,1.38,1.45,2.27,2.43,2.15,2.75,2.03,5.73,3.24,4.93,3.09,3.06,2.52,3.02,1.14,3.27,4.41,2.08,4.58,4.63,2.75,3.42,6.55,2.87,2.38,5.85,4.63,2.84,3.6,3.6,2.49,6.25,10.56,4.06,5.51,7.75,5.4,5.67,6.17,4.37,5.84,7.53,6.61,10.64,9.09,5.26,6.01,7.45,8,9.13,5.65,7.08,5.09,9.19,10.58,11.56,15.79,15.25,9.6,9.21,8.89,12.69,11.67,18.09,11.45,19.08,11.51,13.42,17.86,19.33,18.24,16.57,20.2,18.14,20.67,18.52,24.5,15.69,22.54,21.21,27.88,21.31,25.41,19.13,22.18,20.66,23.08,23.9,20.45,14.87,21.88,24.69,22.54,21.83,21.08,23.55,20.28,14.33,21.82,21.07,17.56,19.61,21.13,18.03,24.8,25.17,18.27,19.18,20.86,17.53,21.59,19.6,18.06,24.51,20.11,21.24,20.81,23.94,14.89,18.36,18.71,16.81,18.08,18.48,19.11,14.01,17.19,16.44,17.82,15.18,17.49,16.03,19.15,15,15.02,15.74,14.41
"Arlington","TX","Dallas-Fort Worth","Tarrant",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.15,14.63,16.46,22.34,14.58,15.45,11.85,12.78,15.13,27.45,19.83,12.15,20.63,18.39,22.54,20.95,23.63,18.59,21.62,26.32,27.83,26.05,22.22,21.14,29.87,26.92,31.82,28.46,26.02,39.58,27.94,25.14,36.94,22.22,28.18,41.44,28.42,37.21,36.09,30.38,27.78,30.49,25,29,26.03,34.41,34.69,28.12,26.97,27.36,30.99,27.78,27.03,23.16,31.82,31.46,26.92,27.71,23.46,18.68,23.53,25.33,26.88,19.61,16.16,26.42,18.28,18.29,17.71,21.69,28.33,15.38,13.21,15.87,15.69,18.81,14.39,21.36,12.2,16.73,15.61,13.64,9.77,8.4,6.76,4.17,5.5,9.27,8.73,4.55,2.07,1.75,5.38
"Raleigh","NC","Raleigh","Wake",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.72,35.8,31.34,36.25,33.53,26.49,28.12,31.56,35.48,31.09,29.15,29.82,30.38,31.88,26.91,30.87,30.1,27.95,23.64,27.6,27.59,26.55,24.7,27.8,24.47,22.76,22.92,22.65,20.22,24.74,24.94,25,18.05,21.5,18.53,17.17,16.87,14.79,16.67,22.1,13.81,16.99,19.24,15.5,17.65,12.83,13.46,10.84,12.07,7.69,8.45,10.91
"Wichita","KS","Wichita","Sedgwick",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,12,15.61,16.32,13.94,11.29,12.9,18.24,12.43,12.5,21.23,16.32,14.98,17.57,7.79,13.61,14.37,14.75,12.26,17.42,19.88,13.87,11.06,14.17,15.22,14.76,18.98,15.05,18.18,24.52,14.06,9.89,16.67,21.32,16.14,19.67,18.69,18.5,15.32,21.67,19.43,12.6,20.16,21.12,13.59,17.81,19.23,17.83,16.24,15.71,18.43,14.84,14.52,13.93,14.89,12.99,19.67,11.9,11.02,14.49,14.69,17.24,13.91,16.08,13.38,18.62,12.29,13.93,11.55,15.41,11.08,14.38,14.57,11.98
"Tampa","FL","Tampa","Hillsborough",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.32,39.16,39.5,31.2,44.02,39.59,38.91,41.94,39.19,36.1,34.74,38.23,35.38,35.32,36.62,37.5,34.94,35.23,38.91,30.34,29.74,32.1,26.07,30.48,25.45,24.27,25.75,26.2,23.38,26.61,24.56,22.31,20.66,22.94,23.71,24.45,20,20.25,23.33,23.14,23.29,8.97,19.29,20.37,20.75,18.08,18.97,19.74,16.88,12.08,8.87,13.68
"Aurora","CO","Denver","Arapahoe",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.94,59.7,55.96,52.5,53.15,52.9,47.24,46.96,50.97,39.47,39.89,45.05,46.71,34.85,42.11,42.48,32.92,28.46,34.12,21.74,25.63,18.34,25.16,26.56,25.21,19.8,25.26,20.79,23.81,19.81,15.83,8.9,13.65,12.42,14.98,14.32,13.29,15.13,12.7,17.59,13.21,14.99,7.31,7.76,3.97,4.22,3.9,3.94,3.33,1.97,2.75,3.63,1.88,2.24,5.32,2.25,1.55,1.31,0.93
"Riverside","CA","Riverside","Riverside",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.63,28.91,28.93,24.53,30.12,20,18.81,11.9,16.52,15.32,12.5,18.64,11.82,9.18,13.13,11.22,7.58,7.32,13.56,13.79,17.95,12.41,11.81,8.55,13.04,13.86,14.13,10.94,12.79,14.47,11.01,11.5,11.29,11.76,7.53,8.43,15.93
"Anchorage","AK","Anchorage","Anchorage",36,2.08,2.11,1.73,1.03,2.16,2.27,1.69,1.42,1.69,1.73,1.57,1.16,1.39,0.71,1.89,1.33,2.07,3.29,2.14,2.61,2.51,3.87,1.42,4.6,3.21,5.11,2.47,4.91,3.45,3.39,3.67,3.03,2.35,2.54,3.9,3.24,3.9,4.52,3.75,4.25,7.55,5.14,3.72,3.01,4.15,4.18,4.28,3.42,3.17,6.35,3.33,4.26,3.06,3.55,5.63,3.41,3.09,2.75,3.08,3.77,0.62,3.89,4.55,3.07,3.34,3.47,2.9,1.99,2.86,3.24,4.08,3.85,5.78,1.78,4.23,3.69,7.07,6.03,7.56,5.03,7.01,6.42,8.67,5.2,9.23,4.58,4.19,8.21,9.88,9,8.9,9.92,8.5,9.78,7.19,8.44,9.65,15.38,13.04,14.68,14.61,11.21,10.92,9.91,9.49,9.24,11.66,13.23,17.05,12.93,13.51,14.29,16.24,14.03,19.21,12.07,11.24,12.8,11.18,14.97,10.53,20.18,14.52,11.7,14.97,14.49,16.35,12.5,13.99,9.49,15.44,12.58,12.5,22.02,14.73,18.18,11.5,17.67,12.93,9.96,11.11,11.68,14.59,12.35,15.08,13.82,18.59,14.36,14.79,18.75,17.91,15.05,15.49,16.67,12.75,9.2,19.33,11.61,13.51,15.71,15.54,14.55,11.35,13.13,20.16,13.75,10.73,9.09,17.69,18.05,14.29,16,14.71,11.25,12.37,10.82,14.83,12.75,12.84,15.72,16.04,16.78,13.64,13.27,17.13,15.45,13.36,14.72,21.95
"Bakersfield","CA","Bakersfield","Kern",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.66,44.52,44.53,40.91,37.65,26.34,31.93,30.2,27.04,23.41,19.14,26.7,25.85,29.41,26.85,30.25,20,22.36,21.72,15.5,27.01,22.03,21.02,24.32,21.71,28.67,26.72,23.61,27.87,25.63,21.5,21.82,20.3,20.8,18.4,12.71,23.29,19.66,18,25.95,21.03,15.47,21.26,17.33,18.58,17.47,17.78
"Lexington","KY","Lexington","Fayette",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.18,20.41,19.6,22.77,20.24,19.79,23.15,17.34,24.66,28.09,26.78,26.13,25.28,24.71,27.84,29.82,20.94,27.78,26.25,29.25,31.95,31.08,28.28,30,30.47,26.37,31.35,37.13,33.6,28.19,27.65,27.98,28.66,28.11,32.16,29.61,31.86,27.7,31.98,30.1,28.62,28.79,26.38,24.95,20.37,27.52,24.18,23.89,29.9,31.75,24.07,28.64,29.51,23.18,26.5,22.54,20.7,21.63,17.46,22.02,24.42,24.27,23.92,26.5,21.48,24.22,25.77,18.18,20.2,21.35,17.83,19.09,21.47,13.71,21.2,20.98,13.18,11.98,12.04,12.08,10.86,9.71,8.92
"Plano","TX","Dallas-Fort Worth","Collin",39,3.92,2.83,2.62,2.68,1.71,1.86,4.08,4.76,3.12,3.95,0.91,6.43,5.05,5.45,2.99,3.85,3.8,1.81,4.6,2.99,4.14,5.38,4.92,8.53,3.16,4.21,6.08,6.11,5.3,4.26,6.12,2.92,6.45,6.98,4.21,5.19,5.33,3.96,5.66,5.17,2.63,4.27,2.36,0.61,3.47,3.33,3.88,6.61,7.59,2.46,3.01,5.29,4.71,3.85,2.01,3.55,3.89,3.47,2.4,3.94,4.55,3.36,3.11,4.64,3.06,4.19,2.86,4.59,5.19,6.33,6.16,7.02,7.92,3.48,6.13,6.12,6.04,2.88,3.28,4.62,5.71,6.61,13.74,13.79,2.74,11.76,10.49,11.68,9.15,9.36,13.19,11.25,9.7,17.89,11.76,17.46,20,21.92,11.25,13.83,13.33,16.31,15,18.6,11.11,12.5,10.42,21.18,11.9,19.72,23.53,16.95,17.88,16.59,18.62,18.98,31.5,28.04,26.21,25.71,29.41,25.32,24.62,29.22,23.68,22.1,16.46,27.69,24.41,21.74,22.86,25.95,29.41,25.83,24.46,22.81,24.62,21.81,22.12,21.43,26.92,19.76,25,20.53,25.74,15.44,22.88,17.11,13.17,9.7,9.31,8.68,13.1,12.64,12.35,8.6,6.78,6.67,8.65,8.29,8.05,5.05,4.89,8.42,5.02,6.13,8.76,6.15,4.62,6.13,5.43,2.97,5.41,9.92,9.19,9.22,10,12.94,8.39,5.83,4.96,2.15,5.46,5.03,7.5,3.43,0.51,2.19,1.37
"Chandler","AZ","Phoenix","Maricopa",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,26.16,24.25,19.86,24.51,16.94,21.13,18.43,21.89,16.89,15.56,17.82,18.94,21.99,17.54,21.19,18.46,19.28,19.38,19.34,19.64,17.79,11.76,17,17.77,18.24,19.57,18.73,17.96,19.86,18.44,19.25,19.9,16.31,15.42,16.96,16.62,15.15,15.14,16.53,14.7,11.88,13.75
"Saint Petersburg","FL","Tampa","Pinellas",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1,42.34,42.15,41.85,40.98,39.42,40.78,33.63,37.8,37.33,39.51,36.63,33.13,34.48,29.72,40,35.27,28.47,30.14,31.01,31.44,37.44,29.26,26.58,30.73,21.28,30.61,25.09,20.63,23.08,23.92,18.87,19.42,22.22,24.71,24.69,19.16,25.68,19.94,18.69,19.21,20.28,21.41,20.32,19,22.71,15.24,13.62,15.54,16.61,12.15,12.68,11.3,10.3,8.37,6.85
"Greensboro","NC",,"Guilford",42,1.38,3.52,2.99,3.37,3.62,2.45,4.01,1.81,4.93,3.9,4.1,3.41,5.22,5.04,3.95,4.43,2.88,2.74,5.08,3.69,4.53,5.99,3.79,7.45,5.41,10.68,9.63,6.3,7.48,8.31,10.66,7.95,10.15,10.34,6.9,7.65,9.41,6.4,9.44,5.91,11.81,9.46,8.61,8.67,6.63,8.14,9.42,12.92,10.71,12.5,10.28,10.4,9.66,8.72,7.92,11.51,12.85,8.25,8.6,10.83,14.61,18.65,13.63,14.53,12.94,13.29,13.58,13.01,15.33,18.16,15.94,18.74,15.41,13.45,19.51,16.7,14.79,20.08,14.37,18.14,15.2,17.02,17.44,15.83,19.21,17.1,22.3,15.92,14.89,17.76,25.6,22.35,28.78,21.55,25.53,32.49,22.15,23.43,26.67,25.63,20.08,32.17,28.24,26.35,21.68,28.95,29.72,34.5,28.18,31.85,27.51,34.88,26.67,28.57,32.97,26.92,33.11,33.86,33.77,42.47,33.87,40.59,36.6,36.93,32.97,30.92,30.34,31.85,34.95,32.26,30.22,40.52,32.41,46.43,39.5,36.26,31.13,38.25,37.62,46.97,35.71,35,35.21,43.75,33.09,28.24,33.77,33.45,32.69,31.12,38.23,31.51,30.62,33.64,37.22,40.29,35.88,34.19,31.36,33.17,29.85,33.11,28.77,35.94,34.33,26.02,31.16,35.32,29.56,31.68,25.32,27.01,30.77,25.38,32.42,21.76,32.31,28.62,25.97,28.01,27.66,37.14,30.39,21.43,30.84,19.57,22.14,23.35,29.73
"Lincoln","NE","Lincoln","Lancaster",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.59,13.89,22.44,26.2,20,25,15.58,21.78,20.21,23.33,17.65,28.12,21.74,23.23,21.64,23.91,23.81,27.85,29.91,25,23.33,28.7,29.69,36.36,26.55,24.6,22.97,23.46,18.89,20.19,15.58,22.12,21.9,29.14,22.83,27.91,27.74,23.27,16.19,12.94,17.65,16.28,16.59,20.88,17.8,14.62,18,17.7,16.15,15.66,17.95,13.21,12.84,10.29,15.14,10.31,13.41,15.22,12.26,13.67,13.86,11.03,9.42,11.53,7.77,7.58,9.49,11.07,11.93,13.68,10.76,9.93,10.96,9.57,4.45,0.94,10.64,6.06,3.28
"Chesapeake","VA","Virginia Beach","Chesapeake City",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,2.35,3.04,3.66,5.63,4.95,4.18,4.63,5.44,7.8,5.06,5.64,2.68,3.64,5.08,4.49,6.5,7.87,9.62,9.2,9.8,13.74,10.42,13.95,14.2,14.29,15.66,23.24,14.21,21.89,24.49,27.5,29.85,23.81,23.86,26.7,23.49,24.92,25.93,19.25,24.68,22.36,28.27,35.29,29.38,33.47,21.19,25.38,25.82,30.28,28.28,25.47,29.61,24.49,26.67,32.59,36.56,30.26,33.51,36.26,32.14,31.67,33.95,33.15,38.46,36.07,40.97,35.54,35.23,32.74,31.96,36.92,34.05,33.55,29.97,28.19,26.67,30.5,26.45,32.91,34.69,27.58,30.64,28.3,28.87,30.21,34.76,29.29,31.4,34.59,39.44,40.88,38.01,33.95,28.35,32.54,27.72,28.45,32.47,26.27,30.12,22.04,33.46,29.17,27.94,36.65,29.18,27.55,29.71,24.4,24.93,28.88,27.92,26.94,28.19,31.41,31.13,29.32,30.86,23.85,21.38,24.79,24.44,19.75
"Garland","TX","Dallas-Fort Worth","Dallas",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.14,31.25,36,32.35,27.71,25,24.49,18.18,25.45,37.08,27.17,18.18,26.14,26.39,29.51,28.71,26.23,25.2,15,17.83,17.65,13.59,23.42,12.22,23.64,13.04,18.18,14.85,14.18,15.5,18.97,13.25,15.15,11.97,13.16,12.17,9,18.52,17.39,12.8,9.26,11.02,16.22,9.59,14.55,7.46,6.31,8.08,8.72,10.43,8.2,6.86,11.02,8.07,2.63,5.65,0.65,1.56
"Fort Myers","FL","Fort Myers","Lee",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.87,58.13,55.14,56.23,53.06,57.77,55.42,48.09,49.62,48.96,48.9,46.69,42.89,44.9,46,45.05,42.06,42.3,43.85,39.56,38.41,31.03,43.62,44.59,34.01,33.27,36.2,34.47,29.92,34.91,31.31,31,29.5,31.54,29.25,22.58,26.26,27.27,30.85,22.79,29.86,27.52,24.93,24.63,23.28,26.14,25.24,23.13,22.31,17.64,18.48,19.29,21.26,22.16,16.08
