SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,Multi-Family (5+ Unit),3223 Folsom St,San Francisco,CA,94110,3100000,8,,Bernal Heights,5058,3025,1905,14,Active,,,http://www.redfin.com/CA/San-Francisco/3223-Folsom-St-94110/home/109477153,San Francisco MLS,62710071,N,Y,37.7463089,-122.413154
MLS Listing,Condo/Co-op,3233 Jackson St #2,San Francisco,CA,94118,2299000,2,2,Presidio Heights,1850,,1913,42,Active,,,http://www.redfin.com/CA/San-Francisco/3233-Jackson-St-94118/unit-2/home/1539579,San Francisco MLS,62303679,N,Y,37.790476,-122.448068
MLS Listing,Condo/Co-op,325 Berry St #315,San Francisco,CA,94158,925000,1,1,Mission Bay,848,,2007,10,Active,,,http://www.redfin.com/CA/San-Francisco/325-Berry-St-94158/unit-315/home/17305298,San Francisco MLS,62788095,N,Y,37.7734128,-122.3957474
MLS Listing,Condo/Co-op,3252 Clay,San Francisco,CA,94115,1995000,2,2,Pacific Heights,,,1912,31,Active,,,http://www.redfin.com/CA/San-Francisco/3252-Clay-St-94115/home/1716507,San Francisco MLS,62479950,N,Y,37.78935,-122.44669
MLS Listing,Multi-Family (2-4 Unit),328 Shotwell St,SAN FRANCISCO,CA,94110,1695000,5,,SAN FRANCISCO,2000,2905,1992,40,Active,,,http://www.redfin.com/CA/San-Francisco/328-Shotwell-St-94110/home/61404941,MLSListings,62331957,N,Y,37.763015,-122.416496
MLS Listing,Condo/Co-op,3294 Clay St #5,San Francisco,CA,94115,1349000,2,2,Pacific Heights,1487,,1911,3,Active,November-15-2016 10:00 AM,November-15-2016 11:30 AM,http://www.redfin.com/CA/San-Francisco/3294-Clay-St-94115/unit-5/home/1070326,San Francisco MLS,62866334,N,Y,37.7892449,-122.4468735
MLS Listing,Condo/Co-op,33 Pond St,San Francisco,CA,94114,1295000,2,2,Eureka Valley/Dolore,1224,,1900,13,Active,,,http://www.redfin.com/CA/San-Francisco/33-Pond-St-94114/home/1121153,San Francisco MLS,62722499,N,Y,37.76371,-122.432051
MLS Listing,Single Family Residential,331 Prentiss St,San Francisco,CA,94110,1500000,2,2,Bernal Heights,1260,1751,,11,Active,,,http://www.redfin.com/CA/San-Francisco/331-Prentiss-St-94110/home/760828,San Francisco MLS,62769593,N,Y,37.739226,-122.4118454
MLS Listing,Condo/Co-op,333 1st St Unit N102,San Francisco,CA,94105,798000,1,1,South Beach,,,2004,38,Active,,,http://www.redfin.com/CA/San-Francisco/333-1st-St-94105/unit-N102/home/1568771,San Francisco MLS,62382981,N,Y,37.787202,-122.3938869
MLS Listing,Condo/Co-op,333 1st St Unit N1605,San Francisco,CA,94105,899000,1,1,South Beach,709,,2004,10,Active,,,http://www.redfin.com/CA/San-Francisco/333-1st-St-94105/unit-N1605/home/109498210,San Francisco MLS,62791076,N,Y,37.787202,-122.3938869
MLS Listing,Multi-Family (2-4 Unit),3340-3342 18th St,San Francisco,CA,94110,2050000,10,,Inner Mission,3400,2500,1912,31,Active,,,http://www.redfin.com/CA/San-Francisco/3342-18th-St-94110/home/1970845,San Francisco MLS,62482788,N,Y,37.7621382,-122.4181139
MLS Listing,Condo/Co-op,3369 Jackson St,San Francisco,CA,94118,2198000,3,3,Presidio Heights,3000,,1904,7,Active,,,http://www.redfin.com/CA/San-Francisco/3369-Jackson-St-94118/home/1021005,San Francisco MLS,62805297,N,Y,37.790201,-122.450235
MLS Listing,Condo/Co-op,338 Potrero Ave #305,San Francisco,CA,94103,755000,1,1,Inner Mission,,,2016,17,Active,November-19-2016 12:00 PM,November-19-2016 05:00 PM,http://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-305/home/109470095,San Francisco MLS,62678783,N,Y,37.765235,-122.4075401
MLS Listing,Condo/Co-op,338 Potrero Ave #309,San Francisco,CA,94103,1015000,2,2,Inner Mission,,,2016,41,Active,November-19-2016 12:00 PM,November-19-2016 05:00 PM,http://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-309/home/109233785,San Francisco MLS,62325759,N,Y,37.765235,-122.4075401
MLS Listing,Condo/Co-op,338 Potrero Ave #409,San Francisco,CA,94103,989000,2,2,Inner Mission,,,2016,31,Active,November-19-2016 12:00 PM,November-19-2016 05:00 PM,http://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-409/home/109287055,San Francisco MLS,62474562,N,Y,37.765235,-122.4075401
MLS Listing,Condo/Co-op,338 Spear St Unit 3F,San Francisco,CA,94105,1095000,1,1,South Beach,910,,2009,45,Active,,,http://www.redfin.com/CA/San-Francisco/338-Spear-St-94105/unit-3F/home/39821232,San Francisco MLS,62230461,N,Y,37.7894289,-122.3906197
MLS Listing,Condo/Co-op,338 Spear St Unit 9C,San Francisco,CA,94105,975000,1,1,South Beach,799,,2009,24,Active,,,http://www.redfin.com/CA/San-Francisco/338-Spear-St-94105/unit-9C/home/21965659,San Francisco MLS,62600831,N,Y,37.7894281,-122.3906187
MLS Listing,Single Family Residential,3383 Pacific Ave,San Francisco,CA,94118,14000000,7,8,Presidio Heights,7860,5101,1928,24,Active,,,http://www.redfin.com/CA/San-Francisco/3383-Pacific-Ave-94118/home/1716529,San Francisco MLS,62596490,N,Y,37.791053,-122.450633
MLS Listing,Condo/Co-op,343 Stoneridge Ln #5203,San Francisco,CA,94134,598000,2,2,Crocker Amazon,1099,,1997,10,Active,,,http://www.redfin.com/CA/San-Francisco/343-Stoneridge-Ln-94134/unit-5203/home/1026886,San Francisco MLS,62784126,N,Y,37.71023,-122.426265
MLS Listing,Condo/Co-op,3439 Sacramento St #402,San Francisco,CA,94118,2298000,3,2,Presidio Heights,1933,,2000,38,Active,,,http://www.redfin.com/CA/San-Francisco/3439-Sacramento-St-94118/unit-402/home/1552616,San Francisco MLS,62368272,N,Y,37.7874762,-122.4494077
MLS Listing,Multi-Family (2-4 Unit),347-349 10th St,San Francisco,CA,94103,1750000,8,4,South of Market,3066,2000,1908,26,Active,,,http://www.redfin.com/CA/San-Francisco/347-10th-St-94103/home/2019302,San Francisco MLS,62540787,N,Y,37.772383,-122.411896
MLS Listing,Condo/Co-op,351 Buena Vista Ave #202,San Francisco,CA,94117,599000,1,1,Buena Vista Park,619,,1987,32,Active,,,http://www.redfin.com/CA/San-Francisco/351-Buena-Vista-Ave-E-94117/unit-202/home/109281556,San Francisco MLS,62459956,N,Y,37.766883,-122.439604
MLS Listing,Multi-Family (2-4 Unit),3537 Fillmore,San Francisco,CA,94123,3598000,4,5,Marina,3946,2495,1939,21,Active,November-20-2016 02:00 PM,November-20-2016 04:00 PM,http://www.redfin.com/CA/San-Francisco/3537-Fillmore-St-94123/home/109451605,San Francisco MLS,62621395,N,Y,37.802196,-122.436993
MLS Listing,Condo/Co-op,3552 Fulton,San Francisco,CA,94118,1095000,3,1,Inner Richmond,1723,,,24,Active,,,http://www.redfin.com/CA/San-Francisco/3552-Fulton-St-94118/home/17180474,San Francisco MLS,62582356,N,Y,37.7732384,-122.4697507
MLS Listing,Condo/Co-op,3569 17th St,San Francisco,CA,94110,1398000,3,2.5,Mission Dolores,1650,,1910,7,Active,,,http://www.redfin.com/CA/San-Francisco/3569-17th-St-94110/home/1326518,San Francisco MLS,62808782,N,Y,37.7629914,-122.4254302
MLS Listing,Single Family Residential,357 Louisburg St,San Francisco,CA,94112,1198000,6,5,Ingleside,3092,2583,2010,11,Active,,,http://www.redfin.com/CA/San-Francisco/357-Louisburg-St-94112/home/40143364,San Francisco MLS,62771989,N,Y,37.7186564,-122.4511568
MLS Listing,Townhouse,3590 20th St #504,San Francisco,CA,94110,2800000,3,2.5,Inner Mission,1811,,2015,38,Active,,,http://www.redfin.com/CA/San-Francisco/3590-20th-St-94110/unit-504/home/82451629,San Francisco MLS,62379742,N,Y,37.758525,-122.4211932
MLS Listing,Condo/Co-op,3590 20th St #505,San Francisco,CA,94110,2695000,3,3,Inner Mission,1839,,2015,32,Active,,,http://www.redfin.com/CA/San-Francisco/3590-20th-St-94110/unit-505/home/102184789,San Francisco MLS,62469201,N,Y,37.758526,-122.4210578
MLS Listing,Single Family Residential,361 Upper Ter,San Francisco,CA,94117,3995000,4,3.5,Buena Vista Park,,,1973,45,Active,,,http://www.redfin.com/CA/San-Francisco/361-Upper-Ter-94117/home/1757854,San Francisco MLS,62177788,N,Y,37.7627299,-122.446292
MLS Listing,Single Family Residential,367 Crestlake Dr,San Francisco,CA,94132,1395000,4,3.5,Pine Lake Park,2485,6442,1948,3,Active,November-15-2016 01:00 PM,November-15-2016 02:30 PM,http://www.redfin.com/CA/San-Francisco/367-Crestlake-Dr-94132/home/1884120,San Francisco MLS,62868606,N,Y,37.7348799,-122.487638
MLS Listing,Single Family Residential,3695 Market St,San Francisco,CA,94131,2850000,4,4,Twin Peaks,2778,3123,2016,18,Active,,,http://www.redfin.com/CA/San-Francisco/3695-Market-St-94131/home/1686179,San Francisco MLS,62676336,N,Y,37.754729,-122.441427
MLS Listing,Single Family Residential,37 Blake St,San Francisco,CA,94118,1850000,2,1,Jordan Park/Laurel Heights,,3000,1900,33,Active,,,http://www.redfin.com/CA/San-Francisco/37-Blake-St-94118/home/2030726,San Francisco MLS,62452053,N,Y,37.7830579,-122.451649
MLS Listing,Single Family Residential,3734 22nd St,San Francisco,CA,94114,2149000,3,2,Noe Valley,2054,3500,1926,31,Active,,,http://www.redfin.com/CA/San-Francisco/3734-22nd-St-94114/home/1855450,San Francisco MLS,62484610,N,Y,37.754957,-122.430774
MLS Listing,Single Family Residential,3747 Jackson St,San Francisco,CA,94118,5295000,3,2.5,Presidio Heights,4120,3763,1912,18,Active,,,http://www.redfin.com/CA/San-Francisco/3747-Jackson-St-94118/home/1507586,San Francisco MLS,62676987,N,Y,37.7894874,-122.4565119
MLS Listing,Single Family Residential,375 Prentiss St,San Francisco,CA,94110,899000,2,1,Bernal Heights,975,1751,1951,11,Active,,,http://www.redfin.com/CA/San-Francisco/375-Prentiss-St-94110/home/936998,San Francisco MLS,62756156,N,Y,37.73861,-122.4119035
MLS Listing,Single Family Residential,38 Grafton Ave,San Francisco,CA,94112,849000,2,1,Ingleside,950,2500,1924,41,Active,,,http://www.redfin.com/CA/San-Francisco/38-Grafton-Ave-94112/home/817116,San Francisco MLS,62324375,N,Y,37.720258,-122.45376
MLS Listing,Single Family Residential,3808 21st St,San Francisco,CA,94114,2295000,3,1,Eureka Valley/Dolore,,,1907,1,Active,,,http://www.redfin.com/CA/San-Francisco/3808-21st-St-94114/home/1014952,San Francisco MLS,62903858,N,Y,37.7564009,-122.432649
MLS Listing,Single Family Residential,3810 Washington St,San Francisco,CA,94118,3895000,4,3,Presidio Heights,2722,3767,1981,38,Active,,,http://www.redfin.com/CA/San-Francisco/3810-Washington-St-94118/home/1188949,San Francisco MLS,62377129,N,Y,37.789082,-122.456219
MLS Listing,Condo/Co-op,388 Fulton St #511,San Francisco,CA,94102,938000,2,1,Hayes Valley,714,,2016,47,Active,,,http://www.redfin.com/CA/San-Francisco/388-Fulton-St-94102/unit-511/home/109084086,San Francisco MLS,62062595,N,Y,37.7788242,-122.4229789
MLS Listing,Single Family Residential,3962 Clay St,San Francisco,CA,94118,5500000,5,5,Presidio Heights,3915,3656,1900,12,Active,,,http://www.redfin.com/CA/San-Francisco/3962-Clay-St-94118/home/1893982,San Francisco MLS,62754126,N,Y,37.787907,-122.458427
MLS Listing,Multi-Family (2-4 Unit),397 San Jose Ave,San Francisco,CA,94110,1559000,4,4,Noe Valley,1758,1300,1900,31,Active,,,http://www.redfin.com/CA/San-Francisco/397-San-Jose-Ave-94110/home/1901760,San Francisco MLS,62476124,N,Y,37.7489962,-122.4211126
MLS Listing,Condo/Co-op,3981 Alemany Blvd #309,San Francisco,CA,94132,619000,2,2,Ingleside Heights,1047,,2002,4,Active,,,http://www.redfin.com/CA/San-Francisco/3981-Alemany-Blvd-94132/unit-309/home/2015096,San Francisco MLS,62850791,N,Y,37.7104012,-122.4688543
MLS Listing,Condo/Co-op,400 Beale St #904,San Francisco,CA,94105,760000,1,1,South Beach,832,,2002,17,Active,,,http://www.redfin.com/CA/San-Francisco/400-Beale-St-94105/unit-904/home/1151651,San Francisco MLS,62691271,N,Y,37.7870882,-122.3911279
MLS Listing,Condo/Co-op,401 Crescent Ct #4201,San Francisco,CA,94134,450626,1,1,Candlestick Point,807,,2007,32,Active,,,http://www.redfin.com/CA/San-Francisco/401-Crescent-Ct-94134/unit-4201/home/109282087,San Francisco MLS,62464275,N,Y,37.711177,-122.388087
MLS Listing,Single Family Residential,401 Gates St,San Francisco,CA,94110,950000,3,3,Bernal Heights,1751,1096,1909,26,Active,,,http://www.redfin.com/CA/San-Francisco/401-Gates-St-94110/home/956677,San Francisco MLS,62542045,N,Y,37.738238,-122.413857
MLS Listing,Condo/Co-op,4020 Balboa St #3,San Francisco,CA,94121,899000,3,2,Outer Richmond,1115,,1997,24,Active,,,http://www.redfin.com/CA/San-Francisco/4020-Balboa-St-94121/unit-3/home/1883559,San Francisco MLS,62595413,N,Y,37.7756787,-122.5020575
MLS Listing,Condo/Co-op,403 Main St #215,San Francisco,CA,94105,1175000,2,2,South Beach,1207,,1997,10,Active,,,http://www.redfin.com/CA/San-Francisco/403-Main-St-94105/unit-215/home/102816593,San Francisco MLS,62786699,N,Y,37.7880115,-122.3896827
MLS Listing,Multi-Family (2-4 Unit),4038-4040 Cabrillo St,San Francisco,CA,94121,1980000,4,2,Outer Richmond,2880,2299,1938,45,Active,,,http://www.redfin.com/CA/San-Francisco/4040-Cabrillo-St-94121/home/1853704,San Francisco MLS,62233693,N,Y,37.7738011,-122.5021807
MLS Listing,Multi-Family (5+ Unit),4042-4048 Fulton St,San Francisco,CA,94121,2300000,9,,Central Richmond,5772,3325,1900,45,Active,,,http://www.redfin.com/CA/San-Francisco/4042-4048-Fulton-St-94121/home/109167080,San Francisco MLS,62161297,N,Y,37.773151,-122.475395
MLS Listing,Single Family Residential,407 40th Ave,San Francisco,CA,94121,1399000,4,2,Outer Richmond,1865,2060,1926,8,Active,November-19-2016 02:00 PM,November-19-2016 04:00 PM,http://www.redfin.com/CA/San-Francisco/407-40th-Ave-94121/home/612387,San Francisco MLS,62802735,N,Y,37.781026,-122.501193
MLS Listing,Condo/Co-op,415 De Haro St #406,San Francisco,CA,94107,1695000,2,2.5,Potrero Hill,1274,,2014,44,Active,,,http://www.redfin.com/CA/San-Francisco/415-De-Haro-St-94107/unit-406/home/55533089,San Francisco MLS,62258851,N,Y,37.7645926,-122.4013107
MLS Listing,Single Family Residential,419 31st Ave,San Francisco,CA,94121,1050000,2,1,Central Richmond,1500,3000,1911,4,Active,November-16-2016 05:00 PM,November-16-2016 07:30 PM,http://www.redfin.com/CA/San-Francisco/419-31st-Ave-94121/home/1031814,San Francisco MLS,62865064,N,Y,37.781286,-122.491599
MLS Listing,Single Family Residential,4219 Folsom St,SAN FRANCISCO,CA,94110,1298000,3,2,SAN FRANCISCO,1539,1751,1976,45,Active,,,http://www.redfin.com/CA/San-Francisco/4219-Folsom-St-94110/home/1720364,MLSListings,62157875,N,Y,37.734335,-122.4135473
MLS Listing,Condo/Co-op,425 1st St #1008,San Francisco,CA,94105,899000,1,1,South Beach,755,,2008,38,Active,,,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-1008/home/17305693,San Francisco MLS,62376273,N,Y,37.7857923,-122.3921165
MLS Listing,Condo/Co-op,425 1st St #4504,San Francisco,CA,94105,799000,1,1,South Beach,605,,2008,17,Active,,,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-4504/home/17304628,San Francisco MLS,62693704,N,Y,37.7857923,-122.3921165
MLS Listing,Multi-Family (2-4 Unit),426-428 Hugo St,San Francisco,CA,94122,1898000,,,Inner Sunset,2750,2500,1906,10,Active,,,http://www.redfin.com/CA/San-Francisco/428-Hugo-St-94122/home/2031080,San Francisco MLS,62781297,N,Y,37.7653085,-122.4626128
MLS Listing,Single Family Residential,4306 21st St,San Francisco,CA,94114,4995000,4,4.5,Eureka Valley/Dolore,,,,17,Active,,,http://www.redfin.com/CA/San-Francisco/4306-21st-St-94114/home/109473563,San Francisco MLS,62691535,N,Y,37.7554206,-122.4390604
MLS Listing,Multi-Family (2-4 Unit),4306-4308 21st St,San Francisco,CA,94114,4995000,6,4.5,Eureka Valley/Dolore,,,,17,Active,,,http://www.redfin.com/CA/San-Francisco/4308-21st-St-94114/home/674883,San Francisco MLS,62694176,N,Y,37.7555032,-122.4391296
MLS Listing,Single Family Residential,432 Cortland Ave,San Francisco,CA,94110,1595000,3,3,Bernal Heights,2412,2809,,40,Active,,,http://www.redfin.com/CA/San-Francisco/432-Cortland-Ave-94110/home/763147,San Francisco MLS,62342102,N,Y,37.7389715,-122.4170272
MLS Listing,Single Family Residential,432 Dewey Blvd,San Francisco,CA,94116,1295000,2,1,Forest Hill,1620,3750,1921,25,Active,,,http://www.redfin.com/CA/San-Francisco/432-Dewey-Blvd-94116/home/1183532,San Francisco MLS,62573341,N,Y,37.7469279,-122.460086
MLS Listing,Condo/Co-op,433 A Buena Vista Ave,San Francisco,CA,94117,649000,1,1,Buena Vista Park,,,1942,1,Active,November-15-2016 12:00 PM,November-15-2016 01:30 PM,http://www.redfin.com/CA/San-Francisco/433-Buena-Vista-Ave-E-94117/unit-433A/home/51538236,San Francisco MLS,62906943,N,Y,37.7663248,-122.4412139
MLS Listing,Single Family Residential,4348 23rd St,San Francisco,CA,94114,4295000,4,3.5,Noe Valley,3408,2848,1901,44,Active,,,http://www.redfin.com/CA/San-Francisco/4348-23rd-St-94114/home/2027279,San Francisco MLS,62283661,N,Y,37.752806,-122.439747
MLS Listing,Single Family Residential,4351 Ulloa St,San Francisco,CA,94116,899000,2,1,Outer Parkside,1130,2435,1944,12,Active,,,http://www.redfin.com/CA/San-Francisco/4351-Ulloa-St-94116/home/1860780,San Francisco MLS,62755246,N,Y,37.739753,-122.503227
MLS Listing,Single Family Residential,4366 25th St,San Francisco,CA,94114,1695000,2,2,Noe Valley,1204,3419,1900,30,Active,,,http://www.redfin.com/CA/San-Francisco/4366-25th-St-94114/home/1863203,San Francisco MLS,62493991,N,Y,37.749715,-122.437636
MLS Listing,Multi-Family (2-4 Unit),439-41 43rd Ave,SAN FRANCISCO,CA,94121,2450000,11,,SAN FRANCISCO,5482,3598,1986,40,Active,,,http://www.redfin.com/CA/San-Francisco/439-43rd-Ave-94121/home/981058,MLSListings,62348035,N,Y,37.780367,-122.5043664
MLS Listing,Condo/Co-op,440 Locust St,San Francisco,CA,94118,1680000,2,2.5,Presidio Heights,1396,,2001,18,Active,,,http://www.redfin.com/CA/San-Francisco/440-Locust-St-94118/home/2022857,San Francisco MLS,62671778,N,Y,37.787112,-122.451497
MLS Listing,Condo/Co-op,441 Linden St,San Francisco,CA,94102,2550000,3,3,Hayes Valley,1731,,2016,10,Active,,,http://www.redfin.com/CA/San-Francisco/441-Linden-St-94102/home/109495649,San Francisco MLS,62776694,N,Y,37.7760429,-122.4252409
MLS Listing,Condo/Co-op,443 Linden St,San Francisco,CA,94102,2450000,3,2,Hayes Valley,1449,,2016,10,Active,,,http://www.redfin.com/CA/San-Francisco/443-Linden-St-94102/home/109495650,San Francisco MLS,62776695,N,Y,37.7760371,-122.4252874
MLS Listing,Condo/Co-op,4465 24th St,San Francisco,CA,94114,1695000,4,3,Noe Valley,2150,,1963,45,Active,November-15-2016 12:30 PM,November-15-2016 02:00 PM,http://www.redfin.com/CA/San-Francisco/4465-24th-St-94114/home/45488700,San Francisco MLS,62187653,N,Y,37.750628,-122.442133
MLS Listing,Multi-Family (2-4 Unit),4479-4481 Mission St,San Francisco,CA,94112,1200000,2,2,Excelsior,,2086,1909,4,Active,,,http://www.redfin.com/CA/San-Francisco/4479-Mission-St-94112/home/107976497,San Francisco MLS,62860759,N,Y,37.7264658,-122.4331402
MLS Listing,Condo/Co-op,45 Bartlett St #207,San Francisco,CA,94110,1195000,2,2,Inner Mission,,,2014,9,Active,,,http://www.redfin.com/CA/San-Francisco/45-Bartlett-St-94110/unit-207/home/79024020,San Francisco MLS,62794339,N,Y,37.7558167,-122.4197494
MLS Listing,Condo/Co-op,45 Bartlett St #505,San Francisco,CA,94110,1299000,2,2,Inner Mission,1102,,2014,10,Active,,,http://www.redfin.com/CA/San-Francisco/45-Bartlett-St-94110/unit-505/home/72134135,San Francisco MLS,62786626,N,Y,37.7558375,-122.4197743
MLS Listing,Condo/Co-op,451 Kansas St #328,San Francisco,CA,94107,311231,2,2,Potrero Hill,929,,2007,19,Active,,,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-000328/home/22892762,San Francisco MLS,62646770,N,Y,37.7638443,-122.4029888
MLS Listing,Multi-Family (2-4 Unit),452-454 Lily St,San Francisco,CA,94102,1750000,3,2,Hayes Valley,2112,1345,1900,9,Active,,,http://www.redfin.com/CA/San-Francisco/454-Lily-St-94102/home/1771599,San Francisco MLS,62792509,N,Y,37.7739291,-122.4283482
MLS Listing,Single Family Residential,454 32nd Ave,San Francisco,CA,94121,1750000,4,3.5,Central Richmond,1968,3000,1924,44,Active,,,http://www.redfin.com/CA/San-Francisco/454-32nd-Ave-94121/home/1324284,San Francisco MLS,62287040,N,Y,37.78065,-122.491971
MLS Listing,Townhouse,457 Fulton St,San Francisco,CA,94102,1499000,2,2,Hayes Valley,,,1992,17,Active,,,http://www.redfin.com/CA/San-Francisco/457-Fulton-St-94102/home/1948271,San Francisco MLS,62688683,N,Y,37.778247,-122.424021
MLS Listing,Condo/Co-op,4660 18th St,San Francisco,CA,94114,2349000,3,3.5,Eureka Valley/Dolore,2188,,1907,35,Active,,,http://www.redfin.com/CA/San-Francisco/4660-18th-St-94114/home/1989490,San Francisco MLS,62409967,N,Y,37.760642,-122.442546
MLS Listing,Condo/Co-op,4662 18th St,San Francisco,CA,94114,2695000,4,3.5,Eureka Valley/Dolore,2598,,1907,28,Active,,,http://www.redfin.com/CA/San-Francisco/4662-18th-St-94114/home/107600943,San Francisco MLS,62517450,N,Y,37.7604449,-122.4425695
MLS Listing,Multi-Family (2-4 Unit),471-473 Lombard St,San Francisco,CA,94133,3950000,4,3.5,Telegraph Hill,,3438,1908,32,Active,,,http://www.redfin.com/CA/San-Francisco/473-Lombard-St-94133/home/1722246,San Francisco MLS,62466988,N,Y,37.8029549,-122.4091317
MLS Listing,Condo/Co-op,48 Collins St,San Francisco,CA,94118,1599000,3,3,Jordan Park/Laurel Heights,2158,,1948,2,Active,November-15-2016 11:00 AM,November-15-2016 12:30 PM,http://www.redfin.com/CA/San-Francisco/48-Collins-St-94118/home/109778351,San Francisco MLS,62895060,N,Y,37.785379,-122.449973
MLS Listing,Townhouse,48 Zoe St #108,San Francisco,CA,94107,999000,1,1.5,South Beach,1090,,,9,Active,,,http://www.redfin.com/CA/San-Francisco/48-Zoe-St-94107/unit-108/home/109499675,San Francisco MLS,62796011,N,Y,37.7799811,-122.3962906
MLS Listing,Multi-Family (2-4 Unit),4826-4828 Geary Blvd,San Francisco,CA,94118,2100000,,,Inner Richmond,4575,2500,1904,44,Active,,,http://www.redfin.com/CA/San-Francisco/4828-Geary-Blvd-94118/home/58144590,San Francisco MLS,62257427,N,Y,37.7809893,-122.4712923
MLS Listing,Condo/Co-op,483 Valley St #497,San Francisco,CA,94131,3300000,4,6,Noe Valley,4040,,2016,8,Active,,,http://www.redfin.com/CA/San-Francisco/483-Valley-St-94131/unit-497/home/55578124,San Francisco MLS,62801479,N,Y,37.7439907,-122.4330451
MLS Listing,Single Family Residential,49 Samoset St,San Francisco,CA,94110,1349000,3,2,Bernal Heights,1571,2321,1956,19,Active,,,http://www.redfin.com/CA/San-Francisco/49-Samoset-St-94110/home/1720231,San Francisco MLS,62657896,N,Y,37.744448,-122.408569
MLS Listing,Single Family Residential,495 12th Ave,San Francisco,CA,94118,2900000,4,3.5,Inner Richmond,4100,3371,1916,35,Active,,,http://www.redfin.com/CA/San-Francisco/495-12th-Ave-94118/home/1385270,San Francisco MLS,62409739,N,Y,37.7790124,-122.4707879
MLS Listing,Condo/Co-op,50 Collins St,San Francisco,CA,94118,1399000,2,2,Jordan Park/Laurel Heights,1741,,1948,2,Active,November-15-2016 11:00 AM,November-15-2016 12:30 PM,http://www.redfin.com/CA/San-Francisco/50-Collins-St-94118/home/1484141,San Francisco MLS,62895105,N,Y,37.7853802,-122.4500047
MLS Listing,Single Family Residential,50 Glenview Dr,San Francisco,CA,94131,950000,3,1,Midtown Terrace,1078,2914,1951,11,Active,,,http://www.redfin.com/CA/San-Francisco/50-Glenview-Dr-94131/home/1165158,San Francisco MLS,62769953,N,Y,37.7475499,-122.44751
MLS Listing,Single Family Residential,50 Patton St,San Francisco,CA,94110,2198000,4,4,Bernal Heights,2850,2500,1910,4,Active,November-15-2016 02:30 PM,November-15-2016 04:00 PM,http://www.redfin.com/CA/San-Francisco/50-Patton-St-94110/home/915971,San Francisco MLS,62852817,N,Y,37.737834,-122.4233171
MLS Listing,Condo/Co-op,501 Beale St Unit 15B,San Francisco,CA,94105,1528500,2,2,South Beach,,,2006,30,Active,,,http://www.redfin.com/CA/San-Francisco/501-Beale-St-94105/unit-15B/home/22886090,San Francisco MLS,62494225,N,Y,37.7862361,-122.3890738
MLS Listing,Condo/Co-op,501 Beale St Unit 4A,San Francisco,CA,94105,1399000,2,2,South Beach,1160,,2006,17,Active,,,http://www.redfin.com/CA/San-Francisco/501-Beale-St-94105/unit-4A/home/8190513,San Francisco MLS,62681470,N,Y,37.7862361,-122.3890738
MLS Listing,Condo/Co-op,501 Noe St #101,San Francisco,CA,94114,1695000,3,4,Eureka Valley/Dolore,2125,,1900,17,Active,,,http://www.redfin.com/CA/San-Francisco/501-Noe-St-94114/unit-101/home/875299,San Francisco MLS,62683705,N,Y,37.760843,-122.4325462
MLS Listing,Multi-Family (2-4 Unit),501-503 Connecticut St,San Francisco,CA,94107,3588000,2,1,Potrero Hill,4400,2474,1927,32,Active,,,http://www.redfin.com/CA/San-Francisco/501-Connecticut-St-94107/home/109281660,San Francisco MLS,62460781,N,Y,37.7598677,-122.3969684
MLS Listing,Single Family Residential,51 Ord St,San Francisco,CA,94114,4195000,4,4,Corona Heights,4294,1942,1885,35,Active,,,http://www.redfin.com/CA/San-Francisco/51-Ord-St-94114/home/1782446,San Francisco MLS,62409889,N,Y,37.7629935,-122.4400105
MLS Listing,Single Family Residential,51 Seville St,San Francisco,CA,94112,1100000,5,2,Crocker Amazon,2243,2692,1917,1,Active,,,http://www.redfin.com/CA/San-Francisco/51-Seville-St-94112/home/1856829,San Francisco MLS,62917220,N,Y,37.711735,-122.434613
MLS Listing,Single Family Residential,512 Nevada St,San Francisco,CA,94110,1849000,3,3,Bernal Heights,,1750,1960,17,Active,November-15-2016 02:30 PM,November-15-2016 03:30 PM,http://www.redfin.com/CA/San-Francisco/512-Nevada-St-94110/home/1158531,San Francisco MLS,62684334,N,Y,37.7355619,-122.4119355
MLS Listing,Single Family Residential,513 30th St,San Francisco,CA,94131,3488000,4,3.5,Noe Valley,2986,2495,1908,2,Active,,,http://www.redfin.com/CA/San-Francisco/513-30th-St-94131/home/809025,San Francisco MLS,62891069,N,Y,37.741557,-122.431188
