SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,Single Family Residential,1674 Palou Ave,San Francisco,CA,94124,549000,2,1,Bayview,1210,2495,1928,8,Active,,,http://www.redfin.com/CA/San-Francisco/1674-Palou-Ave-94124/home/1885326,San Francisco MLS,62803943,N,Y,37.735008,-122.392188
MLS Listing,Condo/Co-op,1688 Pine St Unit E1011,San Francisco,CA,94109,1710000,2,2,Van Ness/Civic Center,1139,,2016,40,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-E1011/home/102929452,San Francisco MLS,62340559,N,Y,37.789442,-122.4222106
MLS Listing,Condo/Co-op,1688 Pine St Unit E305,San Francisco,CA,94109,821000,1,1,Van Ness/Civic Center,693,,2016,16,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-E305/home/102539767,San Francisco MLS,62696810,N,Y,37.789442,-122.4222106
MLS Listing,Condo/Co-op,1688 Pine St Unit E613,San Francisco,CA,94109,999000,1,1,Van Ness/Civic Center,831,,2016,16,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-E613/home/109474291,San Francisco MLS,62696760,N,Y,37.7892476,-122.4235536
MLS Listing,Condo/Co-op,1688 Pine St Unit EPH02,San Francisco,CA,94109,1965000,2,2,Van Ness/Civic Center,1239,,2016,12,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-EPH02/home/104135586,San Francisco MLS,62745415,N,Y,37.7892618,-122.4235561
MLS Listing,Condo/Co-op,1688 Pine St Unit W1208,San Francisco,CA,94109,1558000,2,2,Van Ness/Civic Center,1068,,2016,16,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-W1208/home/109474314,San Francisco MLS,62696911,N,Y,37.7892476,-122.4235536
MLS Listing,Condo/Co-op,1688 Pine St Unit W907,San Francisco,CA,94109,1598000,2,2,Van Ness/Civic Center,1149,,2016,5,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-W907/home/109568956,San Francisco MLS,62838001,N,Y,37.7892476,-122.4235536
MLS Listing,Single Family Residential,1694 York St,San Francisco,CA,94110,2795000,4,3.5,Bernal Heights,2828,1750,1903,38,Active,,,http://www.redfin.com/CA/San-Francisco/1694-York-St-94110/home/1774921,San Francisco MLS,62376392,N,Y,37.746402,-122.405512
MLS Listing,Single Family Residential,17 Buena Vista Ter,San Francisco,CA,94117,4999950,5,4,Buena Vista Park,6190,3998,1907,29,Active,,,http://www.redfin.com/CA/San-Francisco/17-Buena-Vista-Ter-94117/home/1718453,San Francisco MLS,62506968,N,Y,37.768658,-122.438055
MLS Listing,Condo/Co-op,17 Valletta Ct,San Francisco,CA,94131,998500,2,2,Glen Park,1414,,1979,5,Active,,,http://www.redfin.com/CA/San-Francisco/17-Valletta-Ct-94131/home/109583073,San Francisco MLS,62838579,N,Y,37.7366944,-122.444922
MLS Listing,Condo/Co-op,170 King St #1106,San Francisco,CA,94107,1049000,2,2,South Beach,,,2007,17,Active,,,http://www.redfin.com/CA/San-Francisco/170-King-St-94107/unit-1106/home/17305789,San Francisco MLS,62680625,N,Y,37.7788432,-122.3914892
MLS Listing,Single Family Residential,170 San Marcos Ave,San Francisco,CA,94116,2385000,4,4.5,Forest Hill,3272,3702,1958,45,Active,,,http://www.redfin.com/CA/San-Francisco/170-San-Marcos-Ave-94116/home/1191745,San Francisco MLS,62228838,N,Y,37.747093,-122.465236
MLS Listing,Condo/Co-op,1701 Broadway #4,San Francisco,CA,94109,1829000,3,2,Pacific Heights,1821,,1905,24,Active,,,http://www.redfin.com/CA/San-Francisco/1701-Broadway-94109/unit-4/home/1545993,San Francisco MLS,62578533,N,Y,37.7953324,-122.425374
MLS Listing,Condo/Co-op,1706 Vallejo St,San Francisco,CA,94123,1880000,3,2,Pacific Heights,2069,,1908,24,Active,,,http://www.redfin.com/CA/San-Francisco/1706-Vallejo-St-94123/home/1587028,San Francisco MLS,62601673,N,Y,37.79659,-122.4256124
MLS Listing,Single Family Residential,171 Bright St,SAN FRANCISCO,CA,94132,939000,5,4,SAN FRANCISCO,1712,2495,1948,5,Active,November-19-2016 02:00 PM,November-19-2016 04:00 PM,http://www.redfin.com/CA/San-Francisco/171-Bright-St-94132/home/829392,MLSListings,62837090,N,Y,37.7138,-122.463772
MLS Listing,Condo/Co-op,1711 19th Ave,San Francisco,CA,94122,980000,2,2,Inner Sunset,1920,,2001,47,Active,,,http://www.redfin.com/CA/San-Francisco/1711-19th-Ave-94122/home/853650,San Francisco MLS,62056080,N,Y,37.755828,-122.476876
MLS Listing,Single Family Residential,1721 Newcomb Ave,San Francisco,CA,94124,888000,3,1,Bayview,1050,2495,1906,45,Active,November-19-2016 02:00 PM,November-19-2016 04:00 PM,http://www.redfin.com/CA/San-Francisco/1721-Newcomb-Ave-94124/home/746687,San Francisco MLS,62186170,N,Y,37.736317,-122.392236
MLS Listing,Multi-Family (2-4 Unit),1731-1733 Oakdale Ave,San Francisco,CA,94124,1299000,7,4,Bayview,2280,2495,1907,21,Active,,,http://www.redfin.com/CA/San-Francisco/1733-Oakdale-Ave-94124/home/1901217,San Francisco MLS,62620780,N,Y,37.7361109,-122.3933148
MLS Listing,Condo/Co-op,175 Bluxome St #309,San Francisco,CA,94107,929000,2,2,South of Market,1051,,1998,45,Active,,,http://www.redfin.com/CA/San-Francisco/175-Bluxome-St-94107/unit-309/home/12397955,San Francisco MLS,62227982,N,Y,37.7743908,-122.3996095
MLS Listing,Condo/Co-op,175 Bluxome St #314,San Francisco,CA,94107,899000,2,2,South of Market,1089,,1998,10,Active,,,http://www.redfin.com/CA/San-Francisco/175-Bluxome-St-94107/unit-314/home/12397956,San Francisco MLS,62785093,N,Y,37.7743908,-122.3996095
MLS Listing,Condo/Co-op,175 Bluxome St #316,San Francisco,CA,94107,925000,2,2,South of Market,1040,,1998,4,Active,,,http://www.redfin.com/CA/San-Francisco/175-Bluxome-St-94107/unit-316/home/12397957,San Francisco MLS,62853036,N,Y,37.7743908,-122.3996095
MLS Listing,Condo/Co-op,175 Red Rock Way Unit 104K,San Francisco,CA,94131,479000,0,1,Diamond Heights,596,,1972,26,Active,,,http://www.redfin.com/CA/San-Francisco/175-Red-Rock-Way-94131/unit-104K/home/1761229,San Francisco MLS,62539796,N,Y,37.7456722,-122.4423641
MLS Listing,Condo/Co-op,1750 Taylor St #805,San Francisco,CA,94133,8600000,4,4.5,Russian Hill,3304,,1963,35,Active,,,http://www.redfin.com/CA/San-Francisco/1750-Taylor-St-94133/unit-805/home/12399740,San Francisco MLS,62401744,N,Y,37.7986359,-122.4132054
MLS Listing,Single Family Residential,1761 22nd Ave,San Francisco,CA,94122,1280000,4,4,Central Sunset,1403,3000,1922,45,Active,,,http://www.redfin.com/CA/San-Francisco/1761-22nd-Ave-94122/home/1081178,San Francisco MLS,62228112,N,Y,37.75485,-122.480069
MLS Listing,Condo/Co-op,177 Townsend St #1124,San Francisco,CA,94107,795000,1,1,South Beach,,,2007,35,Active,,,http://www.redfin.com/CA/San-Francisco/177-Townsend-St-94107/unit-1124/home/28465010,San Francisco MLS,62408314,N,Y,37.7791091,-122.3919445
MLS Listing,Condo/Co-op,177 Townsend St #436,San Francisco,CA,94107,825000,1,1,South Beach,755,,2007,38,Active,,,http://www.redfin.com/CA/San-Francisco/177-Townsend-St-94107/unit-436/home/17304699,San Francisco MLS,62384510,N,Y,37.7791091,-122.3919445
MLS Listing,Single Family Residential,1775 Oakdale Ave,San Francisco,CA,94124,599000,3,1,Bayview,1160,2500,1900,2,Active,,,http://www.redfin.com/CA/San-Francisco/1775-Oakdale-Ave-94124/home/2008908,San Francisco MLS,62898443,N,Y,37.736251,-122.393785
MLS Listing,Condo/Co-op,1776 Sacramento St #305,San Francisco,CA,94109,1049000,2,2,Nob Hill,1091,,1992,32,Active,November-15-2016 09:30 AM,November-15-2016 11:00 AM,http://www.redfin.com/CA/San-Francisco/1776-Sacramento-St-94109/unit-305/home/1675482,San Francisco MLS,62471033,N,Y,37.7915441,-122.4221102
MLS Listing,Condo/Co-op,1788 Clay St #804,SAN FRANCISCO,CA,94109,1850000,2,2,SAN FRANCISCO,1293,,2014,9,Active,,,http://www.redfin.com/CA/San-Francisco/1788-Clay-St-94109/unit-804/home/50270404,MLSListings,62801022,N,Y,37.7924992,-122.4222352
MLS Listing,Condo/Co-op,18 Lansing St #201,San Francisco,CA,94105,1099000,2,2,South Beach,1173,,1928,45,Active,November-15-2016 02:30 PM,November-15-2016 04:00 PM,http://www.redfin.com/CA/San-Francisco/18-Lansing-St-94105/unit-201/home/12395944,San Francisco MLS,62165041,N,Y,37.7863632,-122.3938675
MLS Listing,Condo/Co-op,180 7th St #307,San Francisco,CA,94103,868000,2,2,South of Market,973,,1992,25,Active,,,http://www.redfin.com/CA/San-Francisco/180-7th-St-94103/unit-307/home/1024643,San Francisco MLS,62565116,N,Y,37.7780984,-122.4101089
MLS Listing,Single Family Residential,1812 Church St,San Francisco,CA,94131,1595000,2,1.5,Glen Park,,1750,1912,3,Active,,,http://www.redfin.com/CA/San-Francisco/1812-Church-St-94131/home/1696813,San Francisco MLS,62885210,N,Y,37.7416529,-122.4270187
MLS Listing,Multi-Family (2-4 Unit),1814-1816 Anza St,San Francisco,CA,94118,1895000,4,3,Inner Richmond,2680,2495,1915,17,Active,,,http://www.redfin.com/CA/San-Francisco/1816-Anza-St-94118/home/1611188,San Francisco MLS,62678988,N,Y,37.7790579,-122.4677804
MLS Listing,Single Family Residential,182 Prague St,San Francisco,CA,94112,1198000,3,2,Excelsior,1840,1873,1930,32,Active,,,http://www.redfin.com/CA/San-Francisco/182-Prague-St-94112/home/780363,San Francisco MLS,62467343,N,Y,37.7193259,-122.4271932
MLS Listing,Single Family Residential,1826 22nd Ave,San Francisco,CA,94122,1250000,4,2.5,Central Sunset,1851,2996,1940,10,Active,,,http://www.redfin.com/CA/San-Francisco/1826-22nd-Ave-94122/home/642288,San Francisco MLS,62785944,N,Y,37.753558,-122.479321
MLS Listing,Single Family Residential,185 Cresta Vista Dr,San Francisco,CA,94127,1895000,4,3.5,Westwood Highlands,2650,2914,1989,46,Active,,,http://www.redfin.com/CA/San-Francisco/185-Cresta-Vista-Dr-94127/home/1003315,San Francisco MLS,62091258,N,Y,37.735675,-122.455737
MLS Listing,Condo/Co-op,186 Francisco St #1,San Francisco,CA,94133,2195000,2,2.5,Telegraph Hill,,,1988,16,Active,,,http://www.redfin.com/CA/San-Francisco/186-Francisco-St-94133/unit-1/home/1845148,San Francisco MLS,62695830,N,Y,37.805549,-122.408336
MLS Listing,Condo/Co-op,1861 Filbert St,San Francisco,CA,94123,3215000,4,3.5,Cow Hollow,3259,,1906,24,Active,,,http://www.redfin.com/CA/San-Francisco/1861-Filbert-ST-94123/home/64093324,San Francisco MLS,62579089,N,Y,37.7986092,-122.4300882
MLS Listing,Condo/Co-op,1865 Clay St #3,San Francisco,CA,94109,1850000,3,2,Pacific Heights,,,1914,21,Active,,,http://www.redfin.com/CA/San-Francisco/1865-Clay-St-94109/unit-3/home/57341103,San Francisco MLS,62616062,N,Y,37.7918575,-122.423856
MLS Listing,Condo/Co-op,1870 Jackson St #203,San Francisco,CA,94109,1995000,3,3,Pacific Heights,1800,,1931,24,Active,,,http://www.redfin.com/CA/San-Francisco/1870-Jackson-St-94109/unit-203/home/1357832,San Francisco MLS,62588245,N,Y,37.79386,-122.425854
MLS Listing,Single Family Residential,1882 23rd Ave,San Francisco,CA,94122,1349000,4,2,Central Sunset,2030,2060,1941,32,Active,,,http://www.redfin.com/CA/San-Francisco/1882-23rd-Ave-94122/home/1477680,San Francisco MLS,62462809,N,Y,37.752549,-122.48039
MLS Listing,Condo/Co-op,19 Valletta Ct,San Francisco,CA,94131,1398500,3,2,Glen Park,1835,,1979,6,Active,November-15-2016 12:00 PM,November-15-2016 01:30 PM,http://www.redfin.com/CA/San-Francisco/19-Valletta-Ct-94131/home/1120896,San Francisco MLS,62822968,N,Y,37.7366069,-122.4448017
MLS Listing,Condo/Co-op,1913 Stockton St,San Francisco,CA,94133,1179000,2,2,Telegraph Hill,1128,,1906,3,Active,,,http://www.redfin.com/CA/San-Francisco/1913-Stockton-St-94133/home/17306851,San Francisco MLS,62867511,N,Y,37.803409,-122.410052
MLS Listing,Multi-Family (2-4 Unit),1918-1922 Clement St,San Francisco,CA,94121,2100000,5,3.5,Central Richmond,3934,2500,1908,44,Active,,,http://www.redfin.com/CA/San-Francisco/1922-Clement-St-94121/home/85818257,San Francisco MLS,62253610,N,Y,37.782466,-122.4800507
MLS Listing,Single Family Residential,1931 28th Ave,San Francisco,CA,94116,895000,4,2,Parkside,1566,2996,1939,13,Active,,,http://www.redfin.com/CA/San-Francisco/1931-28th-Ave-94116/home/1773089,San Francisco MLS,62733481,N,Y,37.751313,-122.486269
MLS Listing,Condo/Co-op,1935 California St,San Francisco,CA,94109,1899000,3,3,Pacific Heights,1997,,1941,11,Active,,,http://www.redfin.com/CA/San-Francisco/1935-California-St-94109/home/11743242,San Francisco MLS,62770405,N,Y,37.789567,-122.426195
MLS Listing,Multi-Family (2-4 Unit),1944-1946 Clement St,San Francisco,CA,94121,1500000,,,Central Richmond,3500,2500,,1,Active,,,http://www.redfin.com/CA/San-Francisco/1944-Clement-St-94121/home/109837092,San Francisco MLS,62900891,N,Y,37.7824515,-122.480377
MLS Listing,Single Family Residential,195 Brewster St,San Francisco,CA,94110,2249000,3,3,Bernal Heights,,,2016,46,Active,,,http://www.redfin.com/CA/San-Francisco/195-Brewster-St-94110/home/107600301,San Francisco MLS,62141359,N,Y,37.7435046,-122.4074462
MLS Listing,Condo/Co-op,195 st 7th St #102,San Francisco,CA,94103,458888,0,1,South of Market,364,,1991,39,Active,,,http://www.redfin.com/CA/San-Francisco/195-7th-St-94103/unit-102/home/719094,San Francisco MLS,62352060,N,Y,37.7783013,-122.4094944
MLS Listing,Single Family Residential,196 Graystone Ter,San Francisco,CA,94114,2695000,3,2.5,Clarendon Heights,2695,1875,2001,30,Active,,,http://www.redfin.com/CA/San-Francisco/196-Graystone-Ter-94114/home/1652932,San Francisco MLS,62493688,N,Y,37.7571979,-122.4451035
MLS Listing,Single Family Residential,1974 43rd Ave,San Francisco,CA,94116,1199000,8,3,Outer Parkside,2617,3000,1948,12,Active,,,http://www.redfin.com/CA/San-Francisco/1974-43rd-Ave-94116/home/644593,San Francisco MLS,62745998,N,Y,37.749879,-122.501636
MLS Listing,Single Family Residential,1988 Bush St,San Francisco,CA,94115,2295000,3,3,Lower Pacific Height,3024,2099,1900,48,Active,,,http://www.redfin.com/CA/San-Francisco/1988-Bush-St-94115/home/1312853,San Francisco MLS,62041522,N,Y,37.787668,-122.4299856
MLS Listing,Condo/Co-op,199 Tiffany Ave #203,SAN FRANCISCO,CA,94110,995000,2,2,SAN FRANCISCO,1035,25598,2004,16,Active,,,http://www.redfin.com/CA/San-Francisco/199-Tiffany-Ave-94110/unit-203/home/22884867,MLSListings,62699182,N,Y,37.7443979,-122.4212297
MLS Listing,Condo/Co-op,1998 Broadway #701,San Francisco,CA,94109,1050000,2,2,Pacific Heights,,,1964,24,Active,,,http://www.redfin.com/CA/San-Francisco/1998-Broadway-94109/unit-701/home/1942114,San Francisco MLS,62588570,N,Y,37.7951274,-122.4296993
MLS Listing,Single Family Residential,2 Curtis St,SAN FRANCISCO,CA,94112,939000,3,4,SAN FRANCISCO,1445,1520,1925,32,Active,,,http://www.redfin.com/CA/San-Francisco/2-Curtis-St-94112/home/797679,MLSListings,62468555,N,Y,37.7151406,-122.440532
MLS Listing,Condo/Co-op,200 Brannan St #222,San Francisco,CA,94107,899000,1,1,South Beach,850,,2004,21,Active,,,http://www.redfin.com/CA/San-Francisco/200-Brannan-St-94107/unit-222/home/1206584,San Francisco MLS,62614666,N,Y,37.7835714,-122.3907007
MLS Listing,Condo/Co-op,200 Townsend St #31,San Francisco,CA,94107,799000,1,2,South Beach,,,2003,46,Active,,,http://www.redfin.com/CA/San-Francisco/200-Townsend-St-94107/unit-31/home/2067394,San Francisco MLS,62140179,N,Y,37.7789009,-122.393248
MLS Listing,Condo/Co-op,2000 Ellis St #105,San Francisco,CA,94115,725000,1,1,Anza Vista,634,,2013,14,Active,,,http://www.redfin.com/CA/San-Francisco/2000-Ellis-St-94115/unit-105/home/51539011,San Francisco MLS,62715534,N,Y,37.781718,-122.439434
MLS Listing,Condo/Co-op,2000 Ellis St #401,San Francisco,CA,94115,1695000,1,1,Anza Vista,1403,,2013,25,Active,,,http://www.redfin.com/CA/San-Francisco/2000-Ellis-St-94115/unit-401/home/49871391,San Francisco MLS,62560217,N,Y,37.781718,-122.439434
MLS Listing,Condo/Co-op,2002 3rd St #209,San Francisco,CA,94107,1099000,2,2,Central Waterfront,1420,,2002,46,Active,,,http://www.redfin.com/CA/San-Francisco/2002-3rd-St-94107/unit-209/home/12398202,San Francisco MLS,62155368,N,Y,37.7639982,-122.3891506
MLS Listing,Condo/Co-op,2003 Broadway St,San Francisco,CA,94115,2450000,4,3,Pacific Heights,2960,,1903,35,Active,,,http://www.redfin.com/CA/San-Francisco/2003-Broadway-94115/home/1675395,San Francisco MLS,62409010,N,Y,37.7946641,-122.4302676
MLS Listing,Condo/Co-op,201 Folsom St Unit 3B,San Francisco,CA,94105,1390000,2,2,South Beach,,,2016,38,Active,,,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-3B/home/109252619,San Francisco MLS,62374700,N,Y,37.7886997,-122.39226
MLS Listing,Condo/Co-op,201 Folsom St Unit 4D,San Francisco,CA,94105,1060000,1,1,South Beach,,,2016,4,Active,,,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-4D/home/109643931,San Francisco MLS,62859164,N,Y,37.7886997,-122.39226
MLS Listing,Multi-Family (5+ Unit),201-205 9th St,San Francisco,CA,94103,8495000,,,South of Market,11180,2800,1907,21,Active,,,http://www.redfin.com/CA/San-Francisco/205-9th-St-94103/home/109452637,San Francisco MLS,62624313,N,Y,37.7750408,-122.4128353
MLS Listing,Single Family Residential,2011 18th Ave,San Francisco,CA,94116,895000,1,1,Inner Parkside,1220,1438,1940,17,Active,,,http://www.redfin.com/CA/San-Francisco/2011-18th-Ave-94116/home/1469395,San Francisco MLS,62678381,N,Y,37.750266,-122.475346
MLS Listing,Single Family Residential,205 Salinas Ave,San Francisco,CA,94124,529000,2,1,Bayview Heights,874,5009,1941,17,Active,,,http://www.redfin.com/CA/San-Francisco/205-Salinas-Ave-94124/home/1132513,San Francisco MLS,62681277,N,Y,37.7210309,-122.3985833
MLS Listing,Condo/Co-op,2055 Bush St,San Francisco,CA,94115,2098000,3,3,Lower Pacific Height,2532,,1904,14,Active,,,http://www.redfin.com/CA/San-Francisco/2055-Bush-St-94115/home/854205,San Francisco MLS,62710070,N,Y,37.787047,-122.430991
MLS Listing,Condo/Co-op,2064 Jackson St,San Francisco,CA,94109,7495000,3,2.5,Pacific Heights,2846,,1909,1,Active,,,http://www.redfin.com/CA/San-Francisco/2064-Jackson-St-94109/home/1731229,San Francisco MLS,62911564,N,Y,37.793443,-122.429062
MLS Listing,Single Family Residential,2070 Pine St,San Francisco,CA,94103,4995000,5,3.5,Lower Pacific Height,4400,,,4,Active,,,http://www.redfin.com/CA/San-Francisco/2070-Pine-St-94115/home/570069,San Francisco MLS,62859167,N,Y,37.7886795,-122.4299402
MLS Listing,Single Family Residential,2075 Bancroft Ave,San Francisco,CA,94124,849000,2,1,Silver Terrace,560,2495,1922,4,Active,,,http://www.redfin.com/CA/San-Francisco/2075-Bancroft-Ave-94124/home/1388601,San Francisco MLS,62863781,N,Y,37.7304249,-122.401846
MLS Listing,Condo/Co-op,208 N Lake Merced Hls Unit 1B,San Francisco,CA,94132,740000,3,2,Lake Shore,1474,,1975,26,Active,,,http://www.redfin.com/CA/San-Francisco/208-N-Lake-Merced-Hls-94132/unit-1B/home/1364106,San Francisco MLS,62541948,N,Y,37.713388,-122.483373
MLS Listing,Condo/Co-op,208 N Lake Merced Hls Unit 4F,San Francisco,CA,94132,799000,3,2,Lake Shore,1474,,1975,33,Active,,,http://www.redfin.com/CA/San-Francisco/208-N-Lake-Merced-Hls-94132/unit-4F/home/1697227,San Francisco MLS,62446473,N,Y,37.713388,-122.483373
MLS Listing,Multi-Family (2-4 Unit),2080-2086 McAllister St,San Francisco,CA,94118,3300000,,,North Panhandle,,5000,,38,Active,,,http://www.redfin.com/CA/San-Francisco/2086-McAllister-St-94118/home/109257518,San Francisco MLS,62386276,N,Y,37.7769261,-122.4463493
MLS Listing,Single Family Residential,21 Brentwood Ave,San Francisco,CA,94127,2280000,4,4.5,Westwood Highlands,2548,4159,1927,3,Active,,,http://www.redfin.com/CA/San-Francisco/21-Brentwood-Ave-94127/home/1944158,San Francisco MLS,62890035,N,Y,37.733444,-122.454858
MLS Listing,Single Family Residential,210 10th Ave,San Francisco,CA,94118,2895000,5,3,Inner Richmond,,,,28,Active,,,http://www.redfin.com/CA/San-Francisco/210-10th-Ave-94118/home/1969360,San Francisco MLS,62517345,N,Y,37.7842743,-122.4686444
MLS Listing,Single Family Residential,2106 Baker St,San Francisco,CA,94115,5995000,4,3.5,Pacific Heights,3790,2813,1904,17,Active,,,http://www.redfin.com/CA/San-Francisco/2106-Baker-St-94115/home/1643257,San Francisco MLS,62694177,N,Y,37.7907719,-122.444073
MLS Listing,Single Family Residential,2115 Wawona St,San Francisco,CA,94116,949000,3,2,Pine Lake Park,1455,4424,1950,10,Active,,,http://www.redfin.com/CA/San-Francisco/2115-Wawona-St-94116/home/1895012,San Francisco MLS,62777412,N,Y,37.7373555,-122.4893872
MLS Listing,Condo/Co-op,2121 Webster #104,San Francisco,CA,94115,1495000,1,1,Pacific Heights,982,,2016,10,Active,,,http://www.redfin.com/CA/San-Francisco/2121-Webster-St-94115/unit-104/home/109497766,San Francisco MLS,62787884,N,Y,37.7902213,-122.4329717
MLS Listing,Condo/Co-op,2121 Webster Ph 3,San Francisco,CA,94115,4550000,3,3,Pacific Heights,2207,,,15,Active,,,http://www.redfin.com/CA/San-Francisco/2121-Webster-St-94115/unit-3/home/109476057,San Francisco MLS,62704707,N,Y,37.7902213,-122.4329717
MLS Listing,Condo/Co-op,2121 Webster Ph 4,San Francisco,CA,94115,5950000,0,,Pacific Heights,2139,,,16,Active,,,http://www.redfin.com/CA/San-Francisco/2121-Webster-St-94115/unit-4/home/109475998,San Francisco MLS,62704366,N,Y,37.7902213,-122.4329717
MLS Listing,Single Family Residential,2131 35th Ave,San Francisco,CA,94116,1488000,5,3.5,Parkside,2875,3000,1939,9,Active,,,http://www.redfin.com/CA/San-Francisco/2131-35th-Ave-94116/home/652258,San Francisco MLS,62794460,N,Y,37.747252,-122.493514
MLS Listing,Condo/Co-op,2134 Filbert St,San Francisco,CA,94123,648000,1,1,Cow Hollow,676,,1906,20,Active,,,http://www.redfin.com/CA/San-Francisco/2134-Filbert-St-94123/home/2023285,San Francisco MLS,62638365,N,Y,37.7983423,-122.4347312
MLS Listing,Condo/Co-op,2136 Beach St,San Francisco,CA,94123,2595000,3,2.5,Marina,2201,,1938,1,Active,,,http://www.redfin.com/CA/San-Francisco/2136-Beach-St-94123/home/12277417,San Francisco MLS,62906224,N,Y,37.8037622,-122.4443135
MLS Listing,Single Family Residential,2141 Lake St,San Francisco,CA,94121,1299000,3,1,Lake,1706,2500,1908,4,Active,November-15-2016 11:00 AM,November-15-2016 12:30 PM,http://www.redfin.com/CA/San-Francisco/2141-Lake-St-94121/home/1910064,San Francisco MLS,62853226,N,Y,37.785612,-122.482651
MLS Listing,Condo/Co-op,2147 Greenwich St,San Francisco,CA,94123,1395000,2,1.5,Cow Hollow,1273,,1914,25,Active,,,http://www.redfin.com/CA/San-Francisco/2147-Greenwich-St-94123/home/12402516,San Francisco MLS,62573071,N,Y,37.7988831,-122.4349832
MLS Listing,Multi-Family (2-4 Unit),215-217 Dore St,San Francisco,CA,94103,1795000,5,2,South of Market,2375,2550,1907,24,Active,,,http://www.redfin.com/CA/San-Francisco/217-Dore-St-94103/home/109369403,San Francisco MLS,62578138,N,Y,37.7719265,-122.4102209
MLS Listing,Single Family Residential,2178 18th Ave,San Francisco,CA,94116,1690000,5,5,Inner Parkside,2700,3606,1928,9,Active,,,http://www.redfin.com/CA/San-Francisco/2178-18th-Ave-94116/home/1271060,San Francisco MLS,62793754,N,Y,37.747255,-122.474581
MLS Listing,Single Family Residential,218 10th Ave,San Francisco,CA,94118,1249000,3,1.25,Inner Richmond,2100,2996,1910,2,Active,,,http://www.redfin.com/CA/San-Francisco/218-10th-Ave-94118/home/1872474,San Francisco MLS,62897720,N,Y,37.784189,-122.46848
MLS Listing,Single Family Residential,218 Faxon Ave,San Francisco,CA,94112,1295000,5,4,Ingleside,2606,2809,1924,10,Active,,,http://www.redfin.com/CA/San-Francisco/218-Faxon-Ave-94112/home/818908,San Francisco MLS,62780973,N,Y,37.718603,-122.459896
MLS Listing,Condo/Co-op,219 Brannan St Unit 11C,San Francisco,CA,94107,1049900,1,1.5,South Beach,899,,2000,27,Active,,,http://www.redfin.com/CA/San-Francisco/219-Brannan-St-94107/unit-11C/home/1295256,San Francisco MLS,62531100,N,Y,37.7830568,-122.3901601
MLS Listing,Condo/Co-op,2192 Pacific Ave,San Francisco,CA,94115,1695000,2,2,Pacific Heights,1654,,1950,11,Active,,,http://www.redfin.com/CA/San-Francisco/2192-Pacific-Ave-94115/unit-2192/home/1554670,San Francisco MLS,62766898,N,Y,37.7939429,-122.4311982
MLS Listing,Condo/Co-op,220 Lombard St #620,SAN FRANCISCO,CA,94111,600000,0,1,SAN FRANCISCO,658,50188,1992,48,Active,,,http://www.redfin.com/CA/San-Francisco/220-Lombard-St-94111/unit-620/home/1995121,MLSListings,62047125,N,Y,37.8042436,-122.4054002
MLS Listing,Multi-Family (2-4 Unit),2209-2211 Steiner St,San Francisco,CA,94115,2390000,2,1,Pacific Heights,,949,1940,21,Active,,,http://www.redfin.com/CA/San-Francisco/2211-Steiner-St-94115/home/1634608,San Francisco MLS,62621131,N,Y,37.7898503,-122.4358858
MLS Listing,Condo/Co-op,221 Noe St #5,San Francisco,CA,94114,825000,2,1,Duboce Triangle,,,1908,10,Active,,,http://www.redfin.com/CA/San-Francisco/221-Noe-St-94114/unit-5/home/21999917,San Francisco MLS,62779991,N,Y,37.7655222,-122.4329499
MLS Listing,Single Family Residential,2215 28th Ave,San Francisco,CA,94116,1288000,3,2,Parkside,2385,2375,1937,11,Active,,,http://www.redfin.com/CA/San-Francisco/2215-28th-Ave-94116/home/657323,San Francisco MLS,62771272,N,Y,37.74602,-122.485858
MLS Listing,Condo/Co-op,2222 Hyde St #4,San Francisco,CA,94109,4595000,3,3,Russian Hill,2600,,1920,49,Active,,,http://www.redfin.com/CA/San-Francisco/2222-Hyde-St-94109/unit-4/home/12400344,San Francisco MLS,62027380,N,Y,37.8014016,-122.4193581
MLS Listing,Single Family Residential,2225 Bay St,San Francisco,CA,94123,2688000,3,2.5,Marina,2791,2500,1927,10,Active,,,http://www.redfin.com/CA/San-Francisco/2225-Bay-St-94123/home/583364,San Francisco MLS,62776798,N,Y,37.8015857,-122.4436712
