"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2016-09-30,"North Domingo Baca","NM","Albuquerque","Bernalillo","Albuquerque",5102,1449,0.00694927032661571,0.00625,0.0342612419700214,527
2016-09-30,"Tanglewood","TX","San Antonio","Bexar","San Antonio",5103,1370,0.00587371512481645,0.0133136094674556,0.0216256524981357,851
2016-09-30,"Idle Hour","KY","Lexington","Fayette","Lexington",5104,950,0.00422832980972516,0.00105374077976818,0.0382513661202186,587
2016-09-30,"Bradley","SC","Columbia","Richland","Columbia",5105,1109,-0.0150976909413854,-0.0229074889867841,-0.00893655049151028,643
2016-09-30,"Oak Hills","PA","Pittsburgh","Butler","Butler Township",5106,1411,-0.00773558368495077,-0.0235294117647059,-0.172919109026964,550
2016-09-30,"Bakerstown","PA","Pittsburgh","Allegheny","Richland Township",5107,1822,-0.0130010834236186,-0.0395361096468108,-0.047569262937794,581
2016-09-30,"Oak Knoll-Golf Links","CA","San Francisco","Alameda","Oakland",5108,2923,0.00688942473303479,0.0357902197023388,0.146724205570812,570
2016-09-30,"Foster Park","TX","Dallas-Fort Worth","Tarrant","Fort Worth",5109,2306,0.000433839479392625,0.000433839479392625,-0.0298695835086243,770
2016-09-30,"Central Rosewood","SC","Columbia","Richland","Columbia",5110,1164,-0.00767263427109974,-0.0193765796124684,0.0374331550802139,865
2016-09-30,"Pacido Bayou","FL","Tampa","Pinellas","Saint Petersburg",5111,2436,0.000821692686935086,-0.00286532951289398,0.01669449081803,637
2016-09-30,"Rosemont North","FL","Orlando","Orange","Orlando",5112,1245,0.00160901045856798,0.00403225806451613,0.0453400503778338,441
2016-09-30,"Northwest","WA","Olympia","Thurston","Olympia",5113,1389,0.00144196106705119,0.00433839479392625,0.0420105026256564,893
2016-09-30,"Di Grado","AL","Mobile","Mobile","Mobile",5114,1810,0.00723427935447969,0.0162829870859068,0.0691080921441229,670
2016-09-30,"Southeast Crossing","CO","Denver","Arapahoe","Aurora",5115,1971,-0.00454545454545455,0.00050761421319797,0.0523224773091297,552
2016-09-30,"Lyons Park","WI","Milwaukee","Milwaukee","Milwaukee",5116,1230,-0.0144230769230769,-0.0261282660332542,0.00654664484451719,508
2016-09-30,"North East","VA","Charlottesville","Albemarle","Charlottesville",5117,1396,0.0264705882352941,0.0472618154538635,0.0302583025830258,566
2016-09-30,"Mitchell Boulevard","TX","Dallas-Fort Worth","Tarrant","Fort Worth",5118,872,-0.0113378684807256,-0.0343300110741971,0.0368608799048751,577
2016-09-30,"Northview Hills","FL","Tampa","Hillsborough","Tampa",5119,1053,0.00190294957183635,0.00573065902578797,0.0679513184584179,520
2016-09-30,"Historic Overland Park","KS","Kansas City","Johnson","Overland Park",5120,1163,0.00431778929188256,0.0104257167680278,0.0640439158279963,694
2016-09-30,"CSU Bakersfield","CA","Bakersfield","Kern","Bakersfield",5121,1473,-0.00067842605156038,-0.00741239892183288,-0.0435064935064935,405
2016-09-30,"Mondamin Presidential","IA","Des Moines","Polk","Des Moines",5122,862,0.0129259694477086,0.00818713450292398,-0.00805523590333717,650
2016-09-30,"Tudor Area","AK","Anchorage","Anchorage","Anchorage",5123,1995,-0.00449101796407186,-0.0234948604992658,-0.0522565320665083,492
2016-09-30,"Greenway","NC","Winston-Salem","Forsyth","Winston-Salem",5124,715,-0.0124309392265193,-0.0245566166439291,-0.0542328042328042,582
2016-09-30,"Sunbird","AZ","Phoenix","Maricopa","Chandler",5125,1245,0.00241545893719807,0.00646725949878739,0.0383653044203503,1238
2016-09-30,"Camelot Village","AZ","Phoenix","Maricopa","Tempe",5126,1967,0.00357142857142857,0.0113110539845758,0.00820092260379293,441
2016-09-30,"Greenwood","TN","Nashville","Davidson","Nashville",5127,1566,-0.00318268618714195,0.006426735218509,0.0667574931880109,483
2016-09-30,"Spring Creek","CO","Denver","Arapahoe","Aurora",5128,2087,-0.00381861575178998,-0.000957395883197702,0.00529865125240848,571
2016-09-30,"Swansboro","VA","Richmond","Richmond City","Richmond",5129,950,0.00529100529100529,0,0,720
2016-09-30,"Academy Baker Ave","GA","Augusta","Richmond","Augusta",5130,796,-0.00375469336670839,-0.005,0.0192061459667093,672
2016-09-30,"Sunnybrae","CA","San Francisco","San Mateo","San Mateo",5131,3908,0.000255950857435372,0.0169138693728858,0.0525181793697818,733
2016-09-30,"Oak Park Southeast","MO","Kansas City","Jackson","Kansas City",5132,652,0.00617283950617284,-0.0254110612855007,-0.0495626822157434,868
2016-09-30,"Avalon","CA","Bakersfield","Kern","Bakersfield",5133,1736,0,-0.0034443168771527,-0.041413583655439,1369
2016-09-30,"Alexandra Meadows","TX","Dallas-Fort Worth","Tarrant","Fort Worth",5134,1410,-0.00634249471458774,-0.0112201963534362,0.0217391304347826,730
2016-09-30,"Brier Hill","OH","Youngstown","Mahoning","Youngstown",5135,532,0,-0.0148148148148148,-0.0309653916211293,818
2016-09-30,"Dominion Hills","VA","Washington","Arlington","Arlington",5136,3128,-0.000319590923617769,0.0198891424845126,0.0589031821259309,585
2016-09-30,"Cabrini Green","IL","Chicago","Cook","Chicago",5137,1834,-0.00971922246220302,-0.0585215605749487,-0.0521963824289406,450
