"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Ruston, LA",612,172500,162450,159900,149900,149250,150000,154900,150250,145000,146439,149500,149250,149500,150800,149000,148850,149500,152000,155000,155000,147950,145950,135250,129500,128700,115000,117500,129900,119000,129000,125000,131200,139000,140000,152500,137250,151000,155000,142250,139500,145000,149000,156950,149000,155000,159500,153000,168250,169950,165625,149900,154000,152000,158000,170000,179900,179900,179900,179900,179900,192950,195500,196500,195000,214950,225000,232500,2e+05,205000,217000,205000,207450,199700,215000,231000,225000,229450,244700,249500,254900,249750
"Hillsdale, MI",613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99900,104900,112400,103900,107000,105000,110500,114900,114900,112500,106900,99900,95000,99000,99250,99900,114850,120950,121900,119000,114850,119500,124950,122450,114850,109900,115000,117900,119000,125000,127950,127950,128000,125450,119900,124900,118900,115000,115750,124900,125000,126900,124950,124500,123400,129900
"Lewistown, PA",614,,,,,,,,,,,,,,,,,,,,,,,,,,,85000,89900,90000,94900,89900,91000,90950,89900,96000,99900,105000,99900,99900,96450,89900,95999,98500,97900,95499.5,89900,89250,86450,85000,89700,84950,89900,92000,98450,99900,94950,95500,98700,99900,92500,95000,98700,108750,99900,105000,96500,97250,99900,99900,104000,99925,99900,99900,109900,115000,119950,119000,124900,119900,115000,112700
"Rockingham, NC",615,89700,92450,92900,97450,92000,92450,95000,99900,107000,99900,96940,99900,92125,91125,87750,89900,92000,89900,92500,96900,90950,89900,89000,88400,83700,88450,85000,88875,89900,89900,90000,85000,84000,84900,88950,84900,79900,79900,79900,83750,86450,88000,88450,86000,89900,86000,89450,89900,89900,94000,99900,94900,89900,93000,93250,89900,93400,99900,99900,99000,95000,99900,108000,109000,104900,99900,99999,99000,99900,99500,98700,97000,89925,91500,97850,99900,110000,110000,110000,109900,114450
"Ponca City, OK",616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93950,94950,89900,93500,95000,98750,100700,104700,105000,109450,104900,105000,109000,105000,109900,115000,115000,113900,110000,118500,119000,114900,117250,109000,99900,89900,95000,98899.5,109950,105450,109900,110000,111000,111500,111478
"Blytheville, AR",617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74900,78900,79250,74900,79000,79900,79000,79900,79900,85450,85450,85900,80000,75000,79900,85000,89900,79900,89900,89350,89450,90000,95000,99450,96000,99900,108000,97500,99000,104900,96950,95000,99000,99000,96450
"Red Wing, MN",618,167425,169900,164900,172500,172500,172700,169700,169900,169900,167900,159900,161900,169900,161000,164900,159900,157400,159900,159900,155200,156500,150000,159900,149900,148500,140750,148800,145900,139900,148900,152425,154900,147400,149950,161500,159500,149900,159500,163900,164900,166950,169200,168500,169800,160000,159900,159900,159850,152400,150000,167900,174950,175000,189787.5,179900,176000,184900,178450,178450,179500,179900,179900,179900,189900,189900,195000,195900,205000,208700,205250,189900,189900,189900,189900,189900,189900,195000,195000,209900,215000,210000
"Shawano, WI",619,155600,155150,149900,144900,144900,139900,139900,130450,129900,134900,135000,134900,129900,134450,134500,134900,134500,132900,129900,129900,139900,139000,129900,126900,139900,139900,136950,128750,129900,127500,132700,129900,125000,124900,124900,119900,121250,119950,122400,123700,124900,124900,124900,127900,119900,119900,114900,114900,115400,118700,119900,119900,121499.5,129500,129900,129900,127900,127900,127900,124500,119900,129000,130000,134999,139900,139900,134999,139900,139700,139900,136900,136500,136500,135000,139250,135000,139900,135000,135000,136500,134900
"Cedar City, UT",620,168394,162507,159900,163450,159900,157750,159900,159900,159900,159000,154900,149900,149900,145000,134500,139900,139900,144900,139900,121300,129000,125000,124700,119000,119900,118200,125000,119000,119000,119900,126900,129949.5,132000,139950,154900,157000,165000,158000,159450,159900,159900,159900,164900,164900,174900,154950,149900,164900,165000,174450,173000,179900,179900,189900,189450,179900,179900,175900,179800,174900,174900,179000,179900,184500,185000,189000,194900,192000,198900,214900,219900,224900,219900,219000,215000,214900,215000,219900,220000,229900,232000
"Bedford, IN",621,,,,,,,,,,,,,,,,,,,,,,,80000,68000,71200,72700,76950,80000,84900,79900,75450,76800,79900,79900,92500,89900,89900,89900,91900,89950,94000,92900,94000,93500,97500,89900,87900,89900,89900,89900,96900,94500,94000,92200,95900,92200,94900,89900,91500,89900,89900,96900,94950,99900,96900,95000,95775,95000,98200,95250,97400,94000,98900,94950,94900,94950,90000,94950,90000,99900,99900
